Title,Text
Loved it!,"Recommended by a friend to stay here and so glad I did! Made some amazing friends in other fellow travellers and staff! Great atmosphere, very friendly and homely vibe, can't wait until I can go back again! Would recommend anyone to stay here whoever you may be, if you want toâ€¦"
Great Hostel!,Been a great stay the past week and we will be back again later next week for a couple of nights to finish our stay in San francisco!   Free Breakfast and Free Dinners have been great.  Clean bedroom and shower rooms.  Wifi excellent Location is only about a 10-15 minute fromâ€¦
Awesome vibe & clean,"I stayed at the Green Tortoise for 3 nights, and it was such a great experience. Rreally safe location, with some nice places to eat in nearby little Italy. Super helpful staff, fast WiFi, great kitchen and common room, incredible free breakfasts and dinner, and absolutely lovedâ€¦"
Nice hostel at perfect location,"The hostel is very conveniently located in North Beach, at walking distance from almost all cool things in SF. We booked a private 2 person room for three nights. The showers and restrooms were shared but clean and tidy. You furthermore get free breakfast, and three times a weekâ€¦"
great hostel,"It's located in North beach, near Embarcadero, Transamerican tower and 5 minutes away of  Union Square. The 10 and 12 line stop is just a block away, so it's very accesible. I stayed in the 2nd building (one block away of the main building), it's smaller and quiet, but has aâ€¦"
great social atmosphere,"Great hostel, street looked a bit dodgy at first but is absolutely safe. Great common room, free vegetarian dinner three times a week is suprisingly good and the breakfast is pretty good too. The best part is definitely the nightly events, best of any hostel I have stayed at.â€¦"
"Wonderful, Helpful Staff!",We were in San Francisco for summer trip & walked by the hostel - We were staying at a nearby hotel but had been advised by a tour company that the hostel might be kind enough to book our transfer to Airport (our hotel concierge weren't v helpful). Flora on front desk couldn'tâ€¦
Best hostel experience ever!,"Rooms are clean and spacious, staff is super friendly and helpful. Bathrooms are clean and the room where were stayed (private) was quiet. Free breakfast, loads of activities, great recycling policy... I'd definitely recommend to anyone"
Excellent location!,"My boyfriend and I booked the private double room during our stay in Green Tortoise and we enjoyed our stay here. Excellent location, even though it can get slightly sleazy in the night with strip bars just round the corner, but it's still safe.   The room is slightly small butâ€¦"
Excellent hostel,"I stayed here with my 15 year old son in order to turn him on to youth hostels.  We had a great stay.  The staff are friendly and it was great to talk to students from all over the world.  Also, the staff plan cheap outings for guests including a drag show one night.  Plus theâ€¦"
"Location ok, hostel +/-","This hostel has no elevator, only stairs. No ensuite bathroom. The kitchen/bar is very average. Bathrooms are very very small, but at least private.. but only a handful per floor. Lockers are under the beds and are pretty big. There is a sink in each room.  It is located nearâ€¦"
Best stay in San Francisco!,"The hostel in it self is wonderful, the crazy carpets, the cosy halls and the home-feel to the whole place made this one of the best stays on my nine weeks holiday! As other have mentioned, every bed has its own power plugs which is super convenient and the rooms I stayed in wasâ€¦"
Good and bad things you have to know about this place !,"Good: comfortable beds, good environment, enough plugs in the rooms, excellent breakfast, good dinner three times a week, good ubication. Bad:  Bathrooms disgusting, ailes too narrow, smelly (all the place), small rooms, noises (doors opening and closing all the time, peopleâ€¦"
Great hostel,"This was my best stay at a hostel ever! The staff was very helpful and friendly, the hostel was clean and although Green Tortoise is known as the best party hostel in SF, the annex building where our room was located was very quiet and peaceful. Free breakfast was awesome forâ€¦"
Best trip ever in San Fran!,Me and my cousin had the best stay here! Made friends immediately as we stepped through the door! Staff were so friendly and we got a free evening meal! Beds were comfy and rooms were cozy! Pretty good location .. Rent a bike and see the city my favorite moment so far! I'd stayâ€¦
Great hostel,"Stayed here for 6 nights. Really nice room, free food, friendly staff and a great place to stay.  The one piece of feedback I would give to staff reading this - please put more clothes hooks in the bathrooms! Otherwise your clothes can get wet. Also, at times the bathroomsâ€¦"
Just what we were looking for,"Stayed here for two nights on friends' recommendation and it was definitely up to those standards.  We got a free upgrade which was great as we didn't have to stay on the main street. The room was clean, free towels and shampoo. At night we had a balcony to watch the lights onâ€¦"
"Great, funky hostel","All the things you need and nice people to boot. Both the hosts and other guests were welcoming, plus the private bathrooms were clutch. It's a pretty cool old ballroom to hang out in as well. Thanks guys!"
Good time without sacrifice in quality,"Stayed for three nights and had a blast! Definitely a great hostel for meeting people and having a good time. They have a huge common room and there is always people hanging out in there. Lots of great day trips, evening outings and other services like breakfast provided. Evenâ€¦"
Best Hostel in San Fran,"After backpacking around western America in 2011. I can honestly say this was the best hostel we stayed at. It's more expensive than hostels in other parts of the world (about Â£25 per night) but that is common in the USA and when your in, everything is free. Internet is FREE,â€¦"
Pricey but worth it!,"We had heard amazing things about Green Tortiose, and ended up paying a premium to experience it oursleves but it was worth it! We booked into a private double room for 7 nights, and were put up into the Green tortoises other buildng about a 1 minute walk away. It was greatâ€¦"
Surcharge Imposed for Credit Card Payment,This hostel does not state anywhere on their website that they would charge an extra $1 per person per night (around 3% of the cost) if guests choose to pay by credit card (Visa or Mastercard). We booked a room in this hostel with credit card. On the confirmation email it showedâ€¦
5 stars for fun and community,"What an incredible experience.  I have never stayed at a hostel before and loved being here.  The staff were welcoming (although not 100% organized).   Value: Amazing! You have a bed, continental breakfast included, 3 vegetarian dinners a week (Mon, Wed & Fri), free wifi &â€¦"
"Clean, Friendly, Quiet Cheap",If you dont want to get ripped off this is the only place to stay besides checking Air bnb. The hotels in San Fran are way over priced. My wife and I stayed here for a weekend before she flew home. We stayed on the third floor in a private room. The place is easy to find and theâ€¦
Fantastic Hostel,"Have stayed in a number of hostels, but this one was certainly one of the best. Great rooms, with good beds, decent storage, great travel advice and friendly staff. Hostel also has good rates on bike hire with local rentals, and can store bikes overnight if needed. Freeâ€¦"
Don't stay here!,I stayed here 4 years ago and it was fine. It is in a good location close to good restaurants if you don't mind the red light district but you can stay in a much better place for the same money and not share a toilet! We had a 'private' double room for 3 nights end March 2013â€¦
big city vibe,"with its perfect location, you are just in the center of the big city of SF. Stayed there for 5 nights, attended the pub crawl nights, helped making the dinner, loved the morning bagels and coffee. the living room is such a vintage, but yet full of emotions place. just in 10â€¦"
not as good as everyone says,It's quite expensive compared to some other budget accomodation in SFO and to be honest i didn't think it was worth the extra money.  We stayed in the other building (where the private rooms are) which was a very nice house. I liked the room and the building and it's a niceâ€¦
what should I say more then thank you!,The green tortoise was my first hostel in Frisco! It was my very best stop when travelling thought the U.S. There is nothing more to say than just thank you! I liked the also the dorm when double rooms were booked!!
San Fran Smiles,"First visit to San Francisco and we couldn't have asked for a better hostel. Great location (in little Italy, close to Chinatown and only a short walk to the pier), great value, great staff and the rooms were clean.   We stayed in a private double with a shared bathroom. Theâ€¦"
Amazing - Had the best time!,"Stayed here whilst traveling and before going off on one of the Green Tortiose treks (which are also amazing and I had the best time ever!) Clean rooms, clean bathrooms, great food and a brilliant laugh.  Staff were all amazing too !!"
Great place with one small annoyance,"Great location, close to the city and great restaurants.  Staff very helpful and good internet access.   Bed and bathroom facilities very good.  Red light district close by but not a hassle and never felt unsafe.  Only annoyance was the night club business on ground floor thatâ€¦"
Great hostel for a good price,"Nice hostel, right in the downtown, clean and confortable... costumers and staff are friendly and the atmosphere is very positive... It's one of the best in San Francisco and the price is ok... They have breakfast everyday, and also dinner sometimes... this hostel is recommended"
Loved this hostel,Stayed for 4 nights in October and loved this hostel. We had a double room with dunk beds and although basic suited all of our needs. The staff were friendly and helpful and the rooms were very clean and comfy. The common room as you come in was a great spot to met up with otherâ€¦
"Great Location, Unique Vibes","I came here because of it's good review on TripAdvisor and for the price. SF hotels are not cheap.   Stayed here in a double room for one night in December. It is a youth hostel with lots of travelers from all over the world. Big time hippie, nomadic vibes. This is really not myâ€¦"
"Couple stay, 2 nights in Jan","We stayed at the GT in Jan for 2 nights in a private room. The hostel is big and has an emphasis on creating a party oriented atmosphere. Our room was small (25), and I mean small, damp and outside the window was a generator that rumbled on until 2am. It's was like a helicopterâ€¦"
Excellent experience,I don't normally write reviews but I had such a great experience at the green tortoise in September. Staff were so helpful. Facilities were great- free breakfast and Internet access. Excellent location & went on a few trips through GT too. I would definitely recommend thisâ€¦
Nice hostel!,Nice hostel with helpful staff. Rooms were a bit cramped but clean. Bathrooms had good privacy. Decent nightlife and good free dinners. It's located on a fairly seedy looking street but is close to all the attractions. 
amazing location; good prices,"Stayed 2 nights at the green tortoise hostel and it was a good experience overall First off; the security here is very very very good. so my sister and I felt very safe. The location is amazing; lots of bars, restaurants and public transportation so you will never run out ofâ€¦"
Perfect place to stay in SF,The hostel is large and has plenty of rooms.  We visited in a busy period in SF coinciding with a large conference.  Consequently there were lots of people looking for places to stay and I found the hostel staff to be very accommodating.  The facilities are good here with a bigâ€¦
Just what were looking for!,"Location: perfect! We stayed four night, never used a taxi or bus to get to all the SF highlights. Private room is small but if you want more space go to the common room which is called the ballroom, its huge. Never had to wait to take a shower, everything clean. Great value forâ€¦"
Good place to stay,The diversity of the people is what makes this an amazing place. The free dinner was good and I was lucky enough to be there when a musical trio busted out the guitars and hand drum.   Minor hiccups were the front desk clerks talked with each other while I stood there to checkâ€¦
Best of the best,"Second time at the tortise, better than the first, can't wait till the third!. Review must be 200 characters haven't got any more to say! Discount on booze from the store two blocks down, breakfast burrito from around the corner, fish tacos from around the corner and up grantâ€¦"
Awesome  hostel for the simple  traveller,"Stayed with my bf in a private rtravelleroom with TV. Although the TV is not connected to mainstream network, it has access to a media drive full of movies and TV shows which was awesome. Free breakfast is always a plus. located close to everything and with helpful staff toâ€¦"
Great hostel in a great city.,The hostel had activities on every day. A great communal area (converted ballroom for breakfast etc) the rooms were clean and had individual safety lockers in dorms. Great hostel for a fantastic city!
Great stay,"We had a really good stay at the green tortoise. It is a hostel so waiting for and sharing bathrooms and bedrooms are all part and parcel. Everything was really clean even if it was a bit dated....it's the staff that really make this hostel fantastic. Everyone knows who you are,â€¦"
New Years in SF,"I'd been recommended this hostel many years ago from several friends and finally got a chance to sample the ledgend.    I had an excellent stay around new years and their private rooms are really a great alternative to big city hotels. The location couldnt be better, desk staffâ€¦"
Awesome first hostel experience!,"Such a nice hostel! The staff are really friendly and helpful, the bathrooms are lovely and clean and private, and they serve free breakfast in the morning (which for us was bagels, fruit, cereal and orange juice/tea/coffee). All the people at the hostel seemed really nice andâ€¦"
Fantastic 5 night stay,"The hostel is so incredibly cute, it really has its own character. We stayed in a private room for 2 for 5 nights and had an abundance of free movies to watch on our own little TV. The common room is HUGE, and tour guides have told us that it is the best hostel common room inâ€¦"
Wicked,"Probably one of the best! If you get a wondowbed, The Best, hostel I've been in. Clean, friendly, party, fun, close to everything and whatever you need, it's there! And I don't know what else to say than wicked!"
Best Hostel Ever!,A great place with friendly people and plenty of bathrooms. the beds were comfortable and the staff is amazing in helping guide you around san francisco. They even have a place to put your bikes if you went them! The best hostel experience I ever had. Free breakfast and greatâ€¦
Nice youth Hostel,"Went there with my best mate September last year. We booked the room with two bunk beds, which was sufficient for our needs, as we were only staying for three nights. Well located just a few minutes away from the centre, this hostel's best feat is the extra activities that theâ€¦"
Awesome Experience!,"Loved everything about this place, its people, its vibes and location."
Best. Hostel. Ever.,"This hostel had an awesome combination of everything I was looking for. I was travelling alone for the first time, and I could not have found a more warm and open environment. It was so easy to meet people in the large inviting common room. The free meals they offer three timesâ€¦"
Quirky hostel in a great location.,Stayed here for one night after previously staying at USA Hostels on Post Street due to us only being able to get a bed there for two nights. Staff were great and v helpful- we were too early for our room but were able to leave our bags in a secure room and use all theâ€¦
Best hostel in USA,I stayed in a number of hostels during my travels through the US and the green tortoise is by far the best.  I stayed in a 4 person female dorm that was safe and secure with individual lockers big enough for 2 suitcases.  Breakfast is provided daily and dinner 3 times a weekâ€¦
Fun and good value,"The rooms are small, but the beds are comfortable and clean.  It wasn't bad not having the bathroom attached to the room, since there are so many bathrooms close to any room.  You just need to get up a little early to beat the rush of people around 8 am.  If you don't feel likeâ€¦"
Great Experience!,"This was my first time in a hostel and I really enjoyed it. A friend and I got a private room. Very simple, with bunk beds, lock boxes, and a sink. The bathrooms were spread throughout the floors. They were always clean with plenty of hot water. The common area was the bestâ€¦"
Fun hostel,"This place is pretty well organised, a lot of fun and with an excellent location. We only stayed for two nights and had other plans, but it seemed that they organised a lot of trips and nights out which is always good. The room was fine and everyone we met seemed really nice.â€¦"
"True to its advertised ""party hostel""","My boyfriend and I spent 6 nights at this hostel, booked about a week before arrival, the week of Bay to Breakers. We were lucky to get beds for the whole time. Private rooms were long booked and hotel rates were crazy. For 4 nights we got a double bed in a 2 bedded room and theâ€¦"
Best hostel we've stayed in!,"Me & my girlfriend stayed here twice, six days either side of a ""Canyons of the west tour"".     The first time we arrived, we were only checked in for one hour before we were helping Egidio prepare dinner in the kitchen. It was one of three free meals for the whole hostel, theyâ€¦"
Lovely Stay,"This hostel is the best hostel I have stayed in.  The staff were all lovely, very welcoming, were helpful in any questions you asked them including about the surrounding area and tourist info. The rooms and bathrooms were always clean, beds comfy. We stayed in a private room.â€¦"
Good,"It was only me and a friend. A guy we met at the airport told us that this hostel was kinda famous and that the location was good. We called and made the reservation.  No elevators. We had 2 huge bags, 2 backpacks and a regular bag. It wasn't cool going upstairs lol   The hostelâ€¦"
Soooooooooooo GooD!,"This was the hostel with the best service we ever had. Really Helpfull staff, Great free dinner, Funny Cooker, And a great Hall that keeps everything and everybody together. Convivial ambience, Very clean and all the facilties that a traveller would need. Just Sooooo Good!"
Quirky true San Francisco Hostel,"WHAT A GREAT HOSTEL! This Hostel has it all! There are quite a number of stairs in the hostel- but once you have your luggage in your room, its over, GET OVER IT! The Hostel itself is old and has a really grunge feel to it- which I LOVED!  The rooms were clean, the shareâ€¦"
"Loud, scruffy & fun","Travel to the most expensive state in the US on a budget and you're going to have to compromise. Unlike some of the other hostels I've stayed where the only real sign they're not hotels is a kitchen and the price, this is unashamedly a noisy, scruffy, psychedelic hostel. Inâ€¦"
Made my trip in San Fran!,I stayed here as a solo traveller for 4 nights during April. I was in a dorm with 4 other girls. It was the most fantastic place to stay!!   My biggest concern about hostels are safety and cleanliness and this hotel was outstanding in both. I always felt my belongings were safeâ€¦
Average and sooo noisy!!,So we'd already realised that the standard of hostels in the US were much lower than other countries we'd visited that are geared towards travellers like oz for example.  the green tortoise is relatively clean and they do have nightly events but so many nights people were makingâ€¦
"Sick place, man!","Srsly, pretty rocked out! Guitars in the ballroom, pool and my dear Kasha, the receptionist. We became good friends, and we keep in touch! Stayed here with my dad, and we loved it! Best ever!"
"One night, pretty classic!",Checked in about 8pm and the staff were super friendly and people were relaxing and chilling around the lobby.   Stayed with my girlfriend - we had a Queen bed and there were two single bunks above where a couple of other guys slept. They were respectul and nice.  They haveâ€¦
Wow!!,"Stayed here for 10 days in a private double room. I wasn't expecting much from my previous experience of hostels, but the green tortoise surpassed all my expectations. As we were on a budget, the cost for our stay was fantastic, even though we had the dearer option of theâ€¦"
Fantastic Location,"Well placed about 20 mins walk to the wharf and 20 mins into Union Square and just a stones throw to Grant Street where China Town starts.  No lifts, very steep stairs which was not a problem for us but could be for some, so be warned.  Staff are great and helpful, breakfast isâ€¦"
Really Nice Inexpensive Spot in Good Location,"This is a really nice safe place to stay in SF.  It's a very relaxed atmosphere and if ur alone, u will definitely meet fellow travelers from all over the world.  I have stayed a few times and feel comfortable there.  Not having to go out for coffee in the mornings, starts atâ€¦"
"Great community, recommended","I really liked the patina of the place and the community dinners are the best. A lot of the people staying here were seasoned travelers, the type of people I like the best. Had some nice conversations and met some excellent people."
Great hostel in a good location.,This hostel was one of my favourites in America. We found it easy to get everywhere especially with there cheap deals on bike hire. The hostel has an old hall as a common room and has a free keg and hermit crap racing on Friday night. Which made it easy to meet people. The roomsâ€¦
the best of san francisco,"We have been and usahostel san francisco, hidowntown and Green Tortoise, and, definitibely, green tortoise is, by far, the best of them. Great location (in little italy) and great rooms. They hace 3 days a week free dinner, goord tours and fantastic staff! Simply, the best inâ€¦"
Go for a adventure!,Not the best location and not the cleanest of places. One of the most ideal places to meet foreign travelers with more personality than money. Gateway to a different way of travel. Start with a small trip to see if you can handle the bus. Live for the love of life!
Good Hostel,"Over the past year we have stayed in A LOT of hostels in A LOT of different places and this has to be one of the best. It has it's faults but then again I think every hostel does - not enough bathrooms for the number of guests, top bunks are quite high and a little bit annoyingâ€¦"
Central Location...cheap accommodation,I was here for 2 nights and this hostel is clean. Good breakfast in the morning. Good position in downtown San Francisco. Buy earplugs because it's very busy even during the night
"Central location, kinda expensive","Great location, helpful staff, funky well maintained old style building, good common area, breakfast and activities. I stayed in a front room which was quite noisy with traffic and bars across the street-bring some earplugs! I think $30/night is expensive for a hostel but maybeâ€¦"
Cozy hostel with cheerful staff,I instantly got addicted to this hostel. On the phone the staff sounded really friendly and I was even more surprised by their kindness when I got there. It was one of the most affordable hostels in San Francisco which also arranged for us cheap overnight parking a couple ofâ€¦
Cozy hostel with very helpful staff,"One of the best hostels I've ever stayed in - the staff were very helpful and have printed out slips of paper with directions to popular tourist attractions from the hostel written down. The location is close to Chinatown, Little Italy, Citylights Bookstore and the Red Lightâ€¦"
Friendly staff and good service,"It was Thanksgiving while i arrived there with my friends and from the first moment we got in, we were welcomed very warmly. The staff gave us our sheets and our keys. Rooms are clean and organized. I changed my room to stay with my friends and both 2 rooms that i stayed had aâ€¦"
Don't come here unless you are a backpacker!,This was a nice hostel it just wasn't for us. Most people staying here are long term travellers and although it was clean on the surface there was little things which ruined our stay. Unlike most hostels there was no dedicated 'quiet time' so people come in really late and makeâ€¦
"They go above and beyond for their guests, they really do","I was booked in for burning man. I got sick on the way over, pnemonia! Needless to say my tour fell apart. The hostel managed to keep me in the same room for 8 nights instead of 3, even though they had been fully booked for weeks. The kitchen and meals where fantastic. It wasâ€¦"
It's on a big hill - but then everywhere is!,"Green Tortoise hostel is really friendly and welcoming and well run.  We had a very small room (approx 6ft 6in x 8ft) with two bunks, underbed lockers and a wash basin - but it was absolutely fine for us - private and plenty of power points.  Check out time was a bit manic, butâ€¦"
"Awesome hostel, but watch your back","This hostel is pretty good, as they say, one of the best.  Unfortunately  that means they get HEAPS of people in, and not all of them as friendly as they seem on the surface.  If anyone knows the person that stole my phone from Shower #10 on the 3rd floor,  on Monday 5th, 2011â€¦"
great value,Staying at Green Tortoise was a great choice. The rooms are clean and the mattress and pillows are comfy. The restrooms are clean and the showers are great. The free breakfast is pretty good for a hostel. They also offer free dinner 3 times per week and free wifi connection. Ifâ€¦
The Private room is amazing,"The hostel overall is really good. It has free wi-fi and computers that you can use 24/7. Breakfast is free every morning and is a choice of either beagles, eggs and coffees.  The most amazing thing is that there is a smaller building (just two blocks away from the main one)â€¦"
Perfect for a short stay on a budget,"My husband and I stayed here for 3 nights and found it perfect for our needs. We wanted a relatively clean private room to use as a base while in SF. We found the staff very helpful and the location walking distance from being central. The laundry, Internet and kitchen to beâ€¦"
"Exciting fun lobby, Super restful peaceful rooms - wicked awesome location!","I always wanted to see the inside of the Green Tortoise Hotel and I finally got to visit at the end of July.  The hotel had a lot more than I expected including free breakfast, wifi, and 3 dinners a week for free!  Oh yeah, there was a hot sauna as well that I had all to myself.â€¦"
"Green Tortoise Hostel in SF is well reviewed, and deserves their great rating","We spent two weeks there and have no complaints. Yes, itâ€™s a hostel, so if youâ€™re into high-end electronics or designer furniture, this is not the place for you. BUT--I was pleasantly surprised to receive a consistently excellent level of service. When we approached employeesâ€¦"
Great,Great location and price! Fun garanteed!! Especially in the Pub Crawl!!!
Great fun!,"Clean, lots of cool places, weird neighborhood but in the middle of everything close by walk/public transit. Awesome "
"Fun please, clean, interesting location","First up I was unsure about the location having read other reviews about it being in the Red Light District however not once did I feel unsafe or harrassed - on the contrary there were bouncers on every corner. Also, it is right around the corner from Chinatown and Little Italyâ€¦"
Great location and facilities,"This hostel is a great place to stay in San Francisco, They do free evening meals 3 times a week (always vegetarian), free breakfast everyday.  We stayed in a private room here for 4 days and it was a sweet cosy clean little room.  Value for money this a great place to stay. â€¦"
Had a great time at my age in the GT.,"48/45 and staying in a guesthouse with travellers from al over the world, what where we thinking? Well,  a great experience at the GT in SF. Great to see so many travellers having a good time in a cosy GH. Location is superbe. Stayed after are RV-trip again for a week. Smoke inâ€¦"
"fun, great location, great people","i stayed at this hostel for five days and i was blown away. I had a shared dorm (right around 30 bucks a night). My experience was great! Staff was friendly and helpful, and i was roomed with mostly european travelers, and they were equally awesome. The free breakfast andâ€¦"
"Great location, great vibe, great freebies","If you're on a budget and looking for a safe, central hostel, the Green Tortoise is for you.  Highlights are free dinners two nights a week, clean bathrooms, clean rooms and great location.  It is in what seems a red light district but it's on a busy street so there's no issuesâ€¦"
Stay there,"I stayed at this hostel 3 times already,once for the whole month...ppl who work there are really helpfull and friendly,great place to meet ppl from all over the world...free internet,free wi fi,free breakfast,dinner thrice a week(veggie tho no meet nut very yumi),free bear onceâ€¦"
Setting an example for what hostels should be.,"Off of Broadway Ave. in San Francisco's North Beach neighborhood lies good testament to the act of hostelling, The Green Tortoise. This is no name unknown to the frugal traveler. The Green Tortoise started as a bus that started taking people across country in green buses to seeâ€¦"
Meet people or sleep?,Green tortoise is not a place I'd pick to sleep good. I stayed there to meet people and that I did. There's a lot of backpackers there that probably is equally much looking for company.   You either sleep in rooms of two to eight people (usually bunk beds). The standard is veryâ€¦
revolting,"I cannot believe some critics here. I was there for 3 nights. Breakfast could be for free, but it was disgusting moving around the kitchen looking for the eating service and realizing the dirtiness. We had just one (and enough) breakfast experience.  The room was OK, but VERYâ€¦"
My favorite hostel in 8 months around the world,"Here are some of the reasons why I LOVED this hostel: free wifi, free internet, free breakfast (bagels, jams, peanut butter, juice, etc.), free vegetarian dinners thrice a week, free beer once a week (good fun at the beer olympics) and speech about free stuff going on in Sanâ€¦"
It's all about the party....,"The staff on arrival were great, and made sure we knew all there was to know about the place itself and had tourist maps of San Fran itself for us too. There was absolutely loads going on in this place - free breakfast (quite good, bagels, fruit, tea/coffee and juice), freeâ€¦"
"Mediocre, at best, Illegal, at worst.","This place is pretty average fare for a hostel. The staff describe it as a 'party hostel' which is pretty accurate. If your looking for a place with small rooms, shared showers, questionable cleanliness, and easy access to pot, this is the place to go. If your looking forâ€¦"
GREAT Hostel. I loved it!,"This is the best hostel I've stayed so far. It is clean, with lots of computer terminals to use, and its easy to find one - internet is free. The floor is carpetted and that makes the place really comfy and cosy. The bathrooms are clean, and i didnt find it too long a wait toâ€¦"
Best time of my life due to the Green.T .. miss it so much!!,"I came to San Francisco not knowing what to expect and had the time of my life .. i was on an acting course out there.. was meant to stay at the green.t for 3 weeks and stayed for 2 months!! The best two months fo my life, everyone was so friendly, became part of the family withâ€¦"
Very cool place in Little Italy,Like the Green Toryoise in Seattle the Green Tortise in San Francisco is great! They really make you feel welcome and help you with everything from travel tips to car rentals and restaurant recommendations to local events. The common area is huge and you are allowed to smokeâ€¦
Everything a hostel should be and more!,"The Green Tortoise might look a bit rough around the edges on first arrival but this hostel ticks every box if you are a backpacker looking to meet other people, hit all the cool spots of San Fran, save cash and take great tours.  It is absolutely awesome.  We stayed for 2â€¦"
"Seriously helpful staff, fun place to stay, great location!","We stayed for 5 days, it was great. We requested a quiet room (they have live events and a large communal area which can be noisy) and although the room was very small for 2 people, it had a sink (shared bathroom) and we hardly spent any time there. The hostel is in a greatâ€¦"
Made my trip - perfect base in San Fran and hostel was a lot of fun,"Ok, so if you are looking for somewhere quiet, in the nicest area downtown and like to spend evenings quietly reading or whatever, the Green Tortoise may not be for you.   If, on the other hand, you enjoy meeting fun travellers from all over the world, appreciate friendly staff,â€¦"
"Fun, Warm, Messy, Homely Place to Stay in San Francisco","Our stay at Green Tortoise from 7th Aug for 2 nights was very memorable. We met a fellow singaporean there by an incredible stroke of luck. The staff was friendly, cheery and helpful. I personally love the messy atmosphere in GT.  Though messy in some areas, its bright homelyâ€¦"
This is the place to stay if you're young at heart and open minded!,"ok....   this was not the cleanest hostel i've ever stayed in, but it was the funnest!  it wasn't the cheapest hostel i've ever stayed in, but it was so well located that nothing would dissuade me from staying here again in the future.  free internet, free computers, freeâ€¦"
Amazing hostel that goes out of their way to make your trip the best it can be!,"We stayed at this hostel for a week and loved every minute of it. It is in a really cool, older building with lots of character. Why would you go to San Francisco and stay in a perfectly bland, expensive hotel when you have this place? There is a huge ballroom where lots of theâ€¦"
Located in Red Light District & Rowdy Hostel,"This hostel is unbelivable, It's located in the red light district with all the drunkards & prostitues around the area. We are from Malaysia, We got in from New York, L-Hostel which was a total opposite of Green Tortoise. We didn't expect this kind of environment in a hostel.â€¦"
"Old, tired looking hostel, with some unpleasant staff.","We booked into the GT from the sister hostel in Seattle, where we enjoyed our stay. The two are VERY different. We turned up to the hostel to find that it was in the middle of a red light zone, with topless bars and street girls around us. I didn't feel safe using the ATM acrossâ€¦"
"Lovely people, clean rooms and close to everything!","We had a double room which was in a separate building for most of our stay which was clean and spacious. the night we stayed in a dorm room, again it was clean and had space to secure your things.   the common room was great and they let you get on with it on your own. it had aâ€¦"
Got bit by fleas- AVOID IT LIKE THE PLAGUE!!!,"I've stayed at many hostels including Hostel International in the Tenderloin distric. All and all, not a bad experience, i didn't think it could get worse. IT DID. After booking a room with Green Tortoise i was expecting to stay at the North Beach location, instead we were sentâ€¦"
Check your room before you pay,"Well. To be fair, the hostels location is superb. Right next to North Beach(next to all the strip clubs, but hey). The facilities are okay, the kitchen could be bigger but it is well looked after and they throw on a free breakfast everyday and a free dinner three days a week.â€¦"
Better than I thought it would be,I found this hostel on tripadvisor.  My husband and I are not rich and wanted to visit San Francisco.  So hotels out there we found were in the range of $250 to $200 a night.  And Oracle conference was going on and there weren't any hotel rooms available anyway. So we decided toâ€¦
Didn't think it was bad,"My boyfriend and I stayed at a private room for 2 nights at the Tortoise.  After reading some bad reviews, I was quite nervous to see what I would find out.  We kept the reservation because of the price but shortened it just in case it was just terrible.  The truth is that theâ€¦"
Better than I expected!,"There are a lot of mixed reviews about this hostel, but out of the three hostels in San Francisco that I stayed in, the Green Tortoise was the most enjoyable overall with the friendliest, most sociable travellers.  The best aspects of the hostel are: * The fun atmosphere andâ€¦"
Good and Bad,"My husband and I were looking for cheap -- and the Green Tortoise fits the description. That said, we weren't expecting much, but still had some disappointment and some surprises.  We stayed in a room about a block from their main building. GREAT location. GREAT digs -- exceptâ€¦"
"Was OK, nothing special","This hostel was OK, not the best but not the worst i've stayed in.  The biggest problem was getting the staffs attention, unless you were lucky enough to be the only person at the front desk you had to wait and wait and wait....they just took soooooo long at doing everything! â€¦"
EEEkkkk Find somewhere else!!!,"If you are any way hygenic, do not stay here!!. We got a 3 bed dorm room, walked in sheets were dirty, place smelled real bad and sink looked particularly gross. We couldn't bring ourselves to even stay in the room and trekked the town to find somewhere better, which we did, goâ€¦"
Avoid At All Costs,"NEVER EVER EVER EVER stay here if you can avoid it, it's dirty and smells. The 3 bed room we were put in had ""clean"" sheets on the bed but had stains all over them and smelled sooo bad. We found a new place straight away and lost the price of our first night but it was sooooâ€¦"
Only Place To Stay,"The GT.  When I walked up the stairs I thought what the hell is this place.  It's run down.  Appearances tho can be deceptive.  It has character, the staff are friendly and you will be looked after.   The internet is free and crap sometimes but the place is clean and you willâ€¦"
Must be better in SF,"We stayed here for 5 night in September. It had its plus points, such as a convenient location (2 mins Chinatown, 10 mins downtown, 10 mins Embarcadero) free breakfast, 3 tasty free dinners a week, free internet and a chilled friendly vibe. The 4 bed dorm we had was fine and weâ€¦"
Great relaxed vibe. Social Hostel,"If you're looking for a hostel with a bit of character and a relaxed friendly vibe then this is the hostel for you. Ok so the decor is not up to date, but in my opinion this is unimportant and it gives the hostel a unique character. There are 3 free meals a week, beer pong, pubâ€¦"
A good place to stay in San Fran,"Near Little Italy and Chinatown (both lovely neighbourhoods!), surrounded by strip clubs (the unionized, worker owned Lusty Lady is not to be missed if you're into ""that kind of thing""), and a stone's throw from the City Lights Bookstore, this typical backpackers hostel isâ€¦"
Not if you're scared of strangers using your bathroom,"The hostel was really friendly. It felt a bit like summer camp, the meals were good (breakfast every morning and 3 dinners a week provided), and there were all sorts of interesting people to talk with form all over the world. Also, the location is absolutely amazing and cannotâ€¦"
