Title,Text
i love this little hotel,"My son lives around the corner, so we have stayed in this hotel several times.  I have also tried other hotels in the area.  This is by far the best.  The Desk Staff make the experience sweet, the rooms are small but clean and have everything you need.  The beds are comfy, the…"
"Wonderful staff, nice rooms","On arrival at the Metro hotel the staff could not have been more helpful! They provided recommendations on local places to eat, maps and public transport information and a general friendliness that is sometimes all too rare. The Metro is a great value hotel, the rooms are very…"
Lower Haight Gem,"The Metro is a gem if you are looking to stay a bit off the regular tourist beat and are okay with  few frills.  The room was clean, but very basic and probably not for the overly picky hotel guest.  For our needs and for the price we were willing to overlook the spartan bedding…"
Great Staff,"The hotel is in the Ashbury Haight section near the bus stops. The price is reasonable and the rooms are clean. The shower was a little too small for my 250 lb frame. Best of all was the front office staff, especially Shaena, who was absolutely fabulous. She helped us find…"
Great location at Divisadaro & Page☆♡,"We stayed in room 112...quiet! Price is right..but this gem needs some basic upgrades to really shine! Some paint chipping, worn elements in general, & housekeeping needs improvement. Bring your own blow dryer+shower necessities....this is a no frills place. Staff is always…"
Dont' stay here if you plan on sleeping.,"Whilst this hotel was in a great spot and was nice looking, I had a miserable time. We were in room 105 and were right next to the stairs so every time someone walked up or down them all we could hear was loud thumping and creaking. Our fan above our bed would randomly start…"
If you're looking for a clean bed in SF in a nice neighborhood for a good price then this is the place!,"If you're looking for a clean bed in SF in a nice neighborhood for a good price then this is the place! We had a wonderful stay in room 108. Bring your earplugs, there is a restaurant downstairs, but we knew that and with the earplugs we had a nice sleep!  Only downside: what's…"
Good stay!,"My husband and I liked Metro Hotel.  It was clean, fairly spacious, and in a good/safe location if you want to 'feel like a local' and not stay in a touristy area.  The staff at the front desk were very friendly and helpful.  Free parking was a definite bonus.   We would…"
"Superb Value, Helpful Staff","Spent 6 nights here at the end if January. Tremendous value and the staff gave us recommendations for restaurants and sights that were spot on. (Shana you rock!) Great location in cool area. For people driving, lots of free street parking and only a 10 min drive to either the…"
Great and affordable choice,"My husband and I and our two kids stayed here for 2 nights on our quick drive through San Francisco on our way up to Portland. Fun, quirky, clean, and affordable!!! Great, great location. The only downside is having to park a few blocks away, but that is everywhere in San Fran."
Plenty to like and to dislike,"We spent 4 nights there last October.  Plenty to like and dislike.  Likes: - Great neighbourhood, plenty of good cafes/restaurants nearby (one right next door), close to Haight/Ashbury, on or close to several main bus routes - Cheap for SF - Clean - Comfortable bed  Dislikes: -…"
Never Again!,"We took this hotel based upon Trip Advisor ratings and to be near UCSF Medical Center. The place was clean, but it had no heat. We were there for two nights and all they could give us was a small space heater. It did not heat up the room. Upon checking out all they could say is…"
Great hidden gem!,"My fiance and I stayed here in May of 2013.  The rooms were small, but very clean.  The location was convenient and the people at the front desk were great and very helpful.  The only downside to the location was that there weren't a ton of restaurant options within walking…"
"Great hotel, but far from downtown","Nice rooms, very helpful staff, nice neighborhood but far away (by walking) from everything.  We found bus 71 very helpful as it took us downtown one way, and to Golden Gate park the other.  BART stations are NOT close to this hotel.  The neighborhood is a bit pretentious,…"
K Bills,"We had a fantastic stay at the Metro Hotel. My family and I were in San Francisco in May to visit relatives. We were looking for something that was located in the 'Heart"" of San Francisco. We wanted to be close to where we could experince the true; real spirit of the city. Some…"
Metro Hotel: the most adorable hotel I've ever stayed in!!,My family and I visited SF back in May and chose the Metro Hotel after being referred by another family member. So glad we did! It made our first SF experience even better. The week we decided to visit was also the Bay to Breakers race right down the road from the hotel. They…
Poor manager,"I recently booked a week's stay at this hotel.  On my request, I asked for a 1st Floor room. When I received my reminder of my reservation I was surprised to see I was on the second floor of a walk up. I responded that when I checked on my room and asked if it was on the first…"
Nice Rustic Hotel with Inherent Quirks.,"We’re a couple from NYC area and decided to stay at Metro Hotel for part of our vacation when we visited the San Francisco area.  It was immediately apparent that the front desk attendants truly love the city that they live in and are there for their customers with information,…"
"Perfect little place, excellent for young travelers on a budget","Tucked away between a restaurant and a yoga-place on Divisadero St., the Metro Hotel is a great place from where to start exploring the city. Divisadero St. has many things to offer: hip wine-bars, classic to ultimate-hip coffee and breakfast-places, an excellent sushi venue,…"
Great budget hotel with an authentic San Fran feel.....,"OK - so if you're reading this you're a discerning traveller right? - so you'll need to read the other reviews too and get a balanced picture, But I LOVED IT. As usual when you've travelled half way round the planet and you're tired and jet lagged, arriving in the suburbs of any…"
Very Basic,"Clean small rooms. Quiet.  Inexpensive.  Good restaurants close by.  WIFI.   Convenient for Haight -Ashbury, Dividero area.  Friendly staff.  However, I would likely not stay again because rooms are so basic."
Hidden Gem!,"The Metro is a hidden gem!  The neighborhood can't be beat; so close to great restaurants, Golden Gate Park, bus lines, shopping etc.  We knew before we came that this was an older hotel and came prepared with our own bath soap and shampoo.  Our original room had a problem with…"
Best bargain in san francisco,This is a great little boutique hotel in the heart of the haight district of san francisco Very clean and comfortable. The staff is very helpful. 10 to 15 minutes drive to just about anything would ever want to see in san fransisco.Awesome places to eat all around the…
Room 109 Awesome,"For my toddler, myself and grandma, room 109 great!  2 rooms, main room ajacent to bathroom and door.  We slept great in the side room overlooking garden.  Very helpful staff.  Warm and cozy. No overnight parking, but I was able to park near the Buena Vista Park in a resident…"
Great value and friendly service,This is my second stay and find the Metro to be comfortable and clean. Easy access to public transportation. It is a great value because it is away from the tourist areas. The staff is very helpful. This stay I rented the efficiency on Page St. More room with a fridge and…
Lovely hotel in haight ashbury,Great value hotel slightly outside the main tourist areas. However if you are willing to walk it is a great location as it is between fishermans wharf/union sq etc and golden gate park in the other direction - there are also good bus links to both areas.  We had  a great room…
Friendly and Great Location,This is my second stay at the Metro and it was terrific.  Shana and Gigi were so much help with restaurants and neighborhood information.  We especially enjoyed the proximity to Golden Gate Park and the Bean Bag for good food and IPA.
It is a Great Value,We spent 4 nights at this hotel and even though the rooms were small they held all of the necessities. It was very clean and the staff was exceptional!  Matt had several recommendations for eating and we were pleased with each one.  It was noisy but the noise stopped by 10 pm. …
Everything you need,Metro hotel rooms may have been a bit small but everything else was fantastic. The staff were helpful and genuine (we arrived at 3am). The location is great with a bunch of bars and restaurants within walking distance. Would definitely go back there.
A Rare San Fran Jewel - We loved our stay,"Such a great little boutique hotel that lets you save a few $$ for the tours. Is in a great, safe neighborhood of Lower Haight - yes it is only a few blocks from Haight-Ashbury! We loved the hotel staff, so helpful and knowledgeable of the happenings around the city. Make sure…"
Wonderful 3-night Stay,"I was in room 101 (facing Divisadero) the first night and in room 111 (tucked in the back) the next two nights.  Both rooms are clean and had a very comfortable bed, but there is a big noise pollution difference.  I'll definitely be asking for an inner room at the time of…"
Great staff and great surroundings made our stay.,"Metro hotel has a little strange layout of some of its rooms, but in a good way. It's not the average ""module"" build standard hotel. It got soul! Our party lived there for 2 days and had in total 3 different rooms. All the beds wasn't that comfortable but it was ok. The staff…"
Highly Recommended,I spent quite some time looking on Trip Advisor for 3 nights accommodation in this lovely city. At first I looked around Fisherman's Wharf - far too expensive. This place got good reviews and was reasonably priced for a city. Room only no breakfast again but would recommend it…
Great little hole in the wall,"My girlfriend and I spent 4 nights here in September and thought it was great. The value is excellent, the staff was extremely helpful and the location is really good. It's a little ways away from the piers/wharf but right in the height/castro/mission area and really close to…"
"Inexpensive, great location, and friendly, helpful staff!!!  Would definitely stay again!","My friends and I stayed here for about 4 nights.  It is a great area that's really quiet so there was not any street noise to worry about.  The room was clean and looked recently updated, and provided us with three beds for a great price!  The staff was friendly, and very…"
Great Hotel!  What's not to love?,We stayed at The Metro for 4 nights.  We have visited SF a few times but never in the Haight-Ashbury District.  The garden patio in the back was a really nice place to relax.  The room was a little small but very clean.  They gave us some great eating recommendations around the…
Cheap and fab location - what more do you need?,"My husband and I stayed at the Metro hotel for 2 nights during September. Rooms were basic but clean and quiet. The location, however, is fab. Minutes away from Alamo Square and great nightlife and restaurants. I would definitely go back!"
Great Location,"We stayed here for two nights and enjoyed it. Our room is facing Divisadero, and we don't have any problems with the noise. But that's just us. The great thing about this place, the rooms are clean and comfy. No a/c but there is a ceiling fan. I suggest you bring your own…"
"Good location, excellent customer service.","We stayed here as a couple in our late 20's for 5 nights. The location of the hotel was excellent, only a 10 min bus ride to Union Square, bars, restaurants, shops, laundry right on the doorstep. The room we stayed in was only very small, only a few hangers to store clothing so…"
Great location but very loud,The Metro was in a really great location but unfortunately our room faced Divisadero and the noise was intense! There was no A/C and the ceiling fan did not work so we had no choice but to open the windows. I even brought ear plugs because I was anticipating this problem based…
Great staff and clean rooms,We have stayed at the Metro at least half a dozen times over the past two years. It has been wonderful every time. If you like very clean simple rooms close to a great San Francisco neighborhood this is the place for you. Staff has been so accomodating holding our bags and bikes…
Great choice,"The Metro hotel is a great choice if you're on a budget. The rooms, though on the small side, are comfortable and clean. It's located in a great part of town near the Castro district which I prefer over staying in a more central and touristy area. We took the fun and historic…"
Awesome!,"We stayed here for three nights in mid July.  This was my first three nights of my first trip to the US!  We loved it here, the staff were amazing, location fantastic.  Rooms, although small, were perfectly clean and comfortable.  Thank you so much.  We loved being in this area…"
Super San Fran,"Located a little far out from the main touristy stuff, but what makes this hotel worth a stay (apart from the great price) is the neighbourhood feel you accquire from staying here. The staff were very helpful, room clean and there was a nice shared and welcoming feel to the…"
Great hotel,This hotel was in a good haight-ashbury location. It was clean and the bed was really comfy and soft. We had to swap rooms due to a flight change meaning we had to book and additional night and the staff were more than happy to move our cases to the new room while we were out…
It's where your friends live...,"The Metro Hotel has been the backbone of our trip to SF, the froth on our coffee, the maple syrup on our pancakes! The staff are like friends and take such an interest in your trip and your requirements. Shana, Gi Gi and Matt looked after us perfectly and were great fun to chat…"
"Great value, great neighborhood","Loved this hotel. Really friendly staff and though the rooms aren't huge, they are clean and the beds are comfy. And for that price, it's amazing value! Do note that of you've never been to SF, it's not in the downtown area, but on a great neighborhood. Close to haight-Ashburry,…"
5 for value and friendly service,"The guys and gals at The Metro do everything they can to ensure my booking and my stay works out well. The rooms I have stayed in have been immaculately clean. They are large and uncluttered with modern sheeting and decor. The ensuite is simple, clean and adequate. I give the…"
Great Location,"My husband and I really enjoyed the Metro Hotel because of the location. The room was small but super clean and that is more important. You will spend most of the day visiting the city than staying in your room. There is no shampoo and soap, so make sure you bring your own. The…"
Good Choice,"Great location, easy access to the city.  Clean, adequate rooms and the staff was very helpful.  Good choice.  Pick a room towards the back for a garden view.  You will have to haul up your own luggage as no elevator."
Excellent Choice,"The Metro was recommended to my husband and myself by two CA natives. We stayed there four nights at the start of our honeymoon and were very pleased. As other reviewers noted, the location is terrific and the front desk staff is amazing. We worked mainly with Gigi in the…"
Total Gem in Haight Ashbury,I LOVE LOVE LOVE the Metro. It is the only place I stay in SF. I can stay in any Hilton or Marriott for free and still I pay to stay here.   Reason #1: Location. The Metro is central to everything. You can walk or take transit to any major neighborhood in a very reasonable…
"Clean, friendly great location","The Metro hotel is easy to get to by  bus, rooms are clean, but sparse and tiny. But, who cares, you'll be out in the city, or sitting in the back patio with a bottle of wine or a beer. Restaurants within  walking distance and best of all, very friendly, helpful staff who take…"
"Like staying in a friends quirky, cool flat.","My kids and I stayed here for a couple of days. Upon arriving, I was greeted by Monty. He was very kind and extremely helpful. I've traveled a lot and have experienced rude and dismissive front desk attendants. Monty was completely opposite. He treated us as if we were guests in…"
Lovely,"My family and I spent 6 days in San Francisco,what a fantastic experience we had. Our accommodations were terrific, all of the staff  were knowledgable! Every time we passed an employee we were askedif we needed help! Great great great"
Great Boutique Hotel,"This is a great boutique hotel in a great location .For $87 a night you get a comfort Queen size bed and a very clean room, free Wifi and no ""homeless"" people hanging around after 5.30pm like you do around Union Square or Fisherman's Wharf areas.  Yes, its small and after…"
Good value for money,"This was a nice little boutique hotel that was just what we needed. We stayed in two separate rooms, and while they weren't large they could easily be described as 'cosy'.   The reception was nice and gave helpful tips about accessing the city and transport was at the doorstep. …"
Great value in San Francisco,"We stayed at the Metro for a short couples getaway.  The hotel is very conveniently located to the bus lines. The staff is super friendly and helpful.  The room was tiny, but we were barely ever there so it didn't matter.  It was very clean and well kept.  Would definitely stay…"
Perfectly basic room for great price!,"Great place to stay if you just need a place to crash. We stayed here while visiting family- (needed a place to sleep, but intended on being out all day) Clean, very comfortable, friendly staff and great deal... Good location as well!"
great location,"great little hotel in a handy location to buses and coffee shops and restaurants.  lovely, friendly staff who were very helpful and informative.   room small but clean and bed was very comfortable. we would definitely return here.   recommend highly."
Nice but small rooms,We stayed here for one night. It was very clean. Not much light from outside. Felt cramped in room. But very good location and price. We stayed at the Casa Loma hotel down two blocks and preferred their full bath rooms over the metro due to light from outside and size of room.…
Neighborhood Gem!,"We were referring to this hotel because it was nearby to our friends, who live off of Alamo Square.  First, this hotel is a great value for the money.  It is clean and our room was not crammed.  The rooms do not seem to be huge - nor would i expect them to be for the type of…"
I Would not recomend.,"This place should be classified as a hostel or equivalent. #104  The room was tiny, the towels smelt terrible, there was no mini bar or room for our luggage, no air con, no shampoo or fresh soap only a dirty pump action soap on the wall ,the shower was so small you couldnt move…"
Best deal in SF!,"Wonderful staff & great location. Nearby buses can take you anywhere you want to go. I recommend the bus pass & download a Muni app for schedules & bus locations. But I digress, the hotel is super clean & super affordable. Rooms are cozy but comfortable. Definitely recommended!"
LOCATION! LOCATION! LOCATION!,"If you like to get around a strange city on public transport, this location cannot be beat.  Buy a bus pass and  you can get around San Fran from almost outside your doorstep.  Once you get the feel for the city you will realize how many places you can even walk to.  I would…"
"Good location, nice rooms!","This hotel is great!  It's in a nice location, with a yummy restaurant underneath on the bottom floor.  Rooms are comfy, nicely decorated, and staff is warm and friendly!    The parking situation is interesting.  Supposedly guests are allowed to park at the DMV parking lot. …"
Excellent hotel,"Was little apprehensive given some of the reviews posted, particularly about the room and bed sizes. However, for us this was unfounded. We had room 109 which had not one but two queen size beds!!! The bathroom was spacious, extremely clean and had a fantastic shower. There…"
Okay but not overwhelming,"On the positive side and most importantly, the staff were very friendly and the accommodation was clean and tidy. Otherwise, the hotel was uninspiring. Our room was tiny and so was the bed. Unless you are small, you will not fit under the shower and if you try you will most…"
Tight but efficient quarters,"We stayed here on a Thursday-Saturday. The location of the hotel is great if you want to get a feel of what 'real' San Francisco feels like, away from the downtown area. The hotel itself was very clean and accomodating. We had a room with a queen bed and the room was SMALL - the…"
Very pleased with this hotel,My husband and I are from Minnesota so we had no idea how to pick a hotel here. Right off the bat we were very frazzled because we're not used to the hustle and bustle of a city like this. WARNING! Do NOT travel to San Francisco during rush hour times! We had no idea where to…
Lovely unique hotel in a good spot,"We stayed for two nights at The Metro Hotel and found our double room (on the second floor, overlooking the patio garden) to be small but very comfortable. The room had a good sized flatscreen, a wardrobe and clean ensuite with a shower. There was also free Wifi, although the…"
Great location - nice hotel,"At first glance the location of this hotel looks to be a bit out of the way but the transport links are so good that it doesn't matter at all. In fact, it was nice not to be staying in the busiest parts of town and made us more inclined to explore.  We had an en-suite room with…"
"Great Hotel, Great Price",This little hotel is perfect for the traveler on a budget. It is a quick bus ride to the downtown area. Close to the Castro and other restaurants. The room was clean and nicely furnished. The bathroom was small but more than adequate. The staff were helpful and welcoming. A…
Great place to stay,Don't let the fact that this hotel in not in the centre of town deter you.  We stayed here for 5 nights in December 2012 and loved it.  It was a quick bus trip into the city and there were great cafes and restuarants nearby.  We had a large room with two queens in one section…
Would tell a friend about it,"The staff, notably Shayna (spelling probably wrong), were very friendly and professional. We loved the slightly off the beaten pathness of this place, meaning not an area clogged!! with tourists, people trying to work, and folks who panhandle on the street all dodging each other…"
Loved my stay at The Metro Hotel!,"The service at this hotel is wonderful, it is the most welcoming place I have ever stayed in. The staff were very accommodating (I had booked the room a day earlier by mistake and they held it for us, which was much appreciated). We were in room 103 overlooking Divisadero…"
Adequate,"I stayed here for three nights in Mar 13 to attend a seminar relatively close by. The value to price ratio seemed high according to prior reviews.   I chose a third floor room in the back to avoid road noise (208).  There is some noise from a pizza joint that has ""outdoor""…"
Great value in San Fran,"This hotel is a bit out of the way of the central San Fran/Fishermans Wharf area, but it's easy enough to get to if you jump on the 71. Next time I'd probably stay somewhere a bit closer, but that's not a knock at the hotel. It was lovely and clean, well maintained, cute and…"
Best deal in town if city noise isn't a problem.,"  Love the room, simple, modern, cool view, comfortable bed, VERY CLEAN.  The downside is there is a restaurant right below us and their service access door slams over and over and over in the later hours til maybe 10 or 11. Could be it was just this room, 103, and it might be…"
"Great service, great location!","My partner and I stayed in January for 5 days in room 108, the room was well equipped and clean. On arrival Shana helped us so much with getting orientated she really made us feel welcome and started our San Fran experience on a great note!  The location was excellent as we were…"
Lovely Place to Stay,"I stayed here with a friend over January 2013, we were not disappointed with this hotel. It was great value for money and the rooms were comfortable and very clean. The staff were also very helpful and knowledgable about their city. We were able to borrow a kettle for our room,…"
Best kept secret little hotel in a cool part of SF,I just came back from my second stay at the Metro Hotel and I can't gush enough about how much I love this place. It's in a perfect location and far from the downtown scuzzyness so I feel relatively safe when I'm walking around here. My friend and I arrived into SF really early…
Awesome little hotel,"Good location, staff were really friendly and made sure we had everything we needed. If you need to know anything about the area just ask, they were great with directions and things to do, calling cabs ect. Rooms were really clean and tidy, small but who cares really! Best bed…"
Good value but rooms are small,"The rooms are probably way too small, and though it suited me fine, my mum wasn't quite used to the lack of walking space. The bed was springy, probably too springy, as you can feel the other person's every movement. For a double bed, it was also probably too small, though it…"
Cute Boutique Hotel,"This hotel was conveniently located for us.  It is a small hotel, but that gives it a very personal touch.  The staff at the hotel are wonderful--so friendly and helpful.  The rooms are small but very clean.   The only concern I had about the hotel was that it was a bit noisy. …"
Princess and the Pea,"Once you get through Immigration and security checks at the airport, head up to the 3rd floor and go to the “shared van transport” stop.  A minibus will soon be with you and for $17/head, they will drop you off directly outside the hotel.  A taxi will charge you around $50 for…"
"Cheap, clean, no frills","Very friendly and good reception. Cable tv, hot water. That's about it. No heat or AC, no coffee or tea, no shampoo or hair dryer. Location is far from downtown but buses are easy and frankly it's a more interesting neighborhood. Oh, and the beds are hard and the pillows are…"
Good value and functional,"The Metro is not a boutique hotel - it is small and friendly, but plain - somewhere to sleep rather than somewhere to stay. We had one of the smaller rooms, which was perfectly fine, if a little cold (we asked if the heating could be turned up - it couldn't but we were offered a…"
Perfect for Us!,We stayed at the Metro Hotel in October and will definitely be back!  The hotel is very affordable and it was very clean and just right for us.  We stayed in in one of the 200 rooms (I forgot the number) but it was facing the back garden patio area at the end of the hallway on…
We will return,"Our three nights spent at this hotel is without any complaints; which suprised us because of some of the reviews we had read such as small showers but we both fit in the shower (at the same time), and the noise wasn't nearly as bad as we had expected; therefore no complaints. …"
Metro hotel  details,"We are 2 adults and a 3 year old. We stayed in #107. It is on the north side away from the restaurant and not facing the street, The room has 1 bed smaller than a queen size. The room is small To give my girlfriend and a 3 year old room I slept on the floor. On the window side…"
Great hotel,We only stayed two nights - were there the night the Giants won the World Series.  Great fun.  Room was large and bright - on the front of the hotel on Divisidero Street - front desk gave us ear plugs and even with the celebrations we slept really well.  Great bed.  Clean room. …
We love this place.,My wife and I stayed there for several days and we loved it. It was very clean and the maid service was great. It's not for those who want to spend the day in their room but who would want to in SF? Rooms are small and utilitarian but everything worked and we felt safe there. We…
The Metro Hotel could not be easier for a stay in SF,"Found this hotel on trip advisor and can understand why reveiws are so good, because it is so good. Really helpful staff, clean rooms, comfortable with loads of hot water, good wifi and useful location to get down town or find a nice cafe for breakfast in Haight. we went back…"
Nice and affordable stay at Metro Hotel,"Stayed here 1 night in September 2012 on a private trip to San Francisco. Had a small but adequate room on the first floor. Rooms were clean, however bed was a bit on the small side for 2 people - however it was sufficiently OK. Location of the hotel is reasonable, depending on…"
So happy we found The Metro Hotel!!!!,"Staying at The Metro Hotel made our first trip to San Francisco even more amazing that we could of ever imagined!!  What a wonderful surprise this hotel was, and very thankful we chose The Metro.   The Metro Hotel is located in a very safe neighborhood, and we felt very…"
"Everything, Everyone Just Great.",Stayed at the Metro Hotel for four nights while taking part in the Hardly Strictly Bluegrass Festival. Great location (2.5 mile walk through Haight to Hellman Hollow in Golden Gate Park) for the Fest and easy to catch public transport if you need to get about.  The room was on…
Great hotel. Great value. Great location.,"""Botique hotels"" is i term that has seen much inflation and now everyone that is not part of a major hotell chain calls themself. ""Botique"".  This hotell was to my pleasent surprise really a botique hotel as i expect them to be.  Small, friendly, classy and affordable....  Upon…"
Lovely base for our holiday,Yes this hotel is small but I did a lot of research before I came to San Francisco and this is one of the best and reasonably priced hotels I could find if you are on a budget!! The room could be slightly bigger but it is nicely decorated and the bathroom is nice with a great…
Good Value for Area,"Stopped here on a overnighter direct from airport. Parking was difficult, ended up paying $15 on a overnite lot. Rooms a small and cosy but very clean and tidy. Staff are very helpful. Overall, beats a chain hotel in the city in terms of value for money. Would recommend."
"Excellent staff, nice room","I own a little hotel in Mexico, and value good service above most any other amenity in a hotel. The friendly and informative front desk made our stay memorable. Clean, newly-renovated rooms and a nice location at a great value. We return every year for family reunion, and will…"
Delightful Stay!,"I am usually at chain hotels but nothing beats the cozy factor of an independent hotel. It sounds cliche but I really did feel at home as soon as I stepped in the door. My stay was brief unfortunately but anytime I dealt with the staff, they were very friendly and accommodating.…"
Great Hotel!!,"I want to start by saying I would  definitely stay here again!! The hotel is close to a lot of attractions.  The internet is perfect, the signal you get in the room is strong all of the time. The room seemed to be remodeled and it was very clean.  You need to book early, as it…"
love it,"friendly knowledgeable staff, situated in a great location and a really great price. what more could you ask for?  we will definitely be going back next time we visit San Francisco. it's quite popular though so I suggest you book early."
Great Place to Stay,"We stayed at the Metro Hotel as part of a walking vacation of the San Francisco area.  The location is outstanding, the staff was very helpful, and the room was clean and up to date.  Our complaints would be no temperture control, the pull out bed had a hard wire running down…"
LOVED THIS NO-FRILLS HOTEL!!!,My boyfriend and I spent two nights in July at the Metro Hotel for a cousin's wedding.  We had two requirements: inexpensive play to stay and easy access to San Francisco.  We found both of those items were covered by the Metro Hotel.    The front desk staff was super friendly. …
"Great location, friendly staff, clean room, comfy bed, but no control of temperature in room.","I booked my room at the Metro Hotel online. It was easy and the website is user-friendly. The staff here is nice and very helpful. The rooms are small, clean, really comfortable beds, nice TV, standing shower, no tub, great location. My only real complaint is that you can't…"
"Wonderful, cozy place!","We stayed at the Metro for several days when we visited our daughter in San Francisco over the 4th of July.  The hotel definitely exceeded our expectations with the friendly staff, central location, cleanliness, and low price.  When I was researching hotels, I had a hard time…"
"Great Hotel, Great Neighbourhood, Great Staff","Loved my stay here, the staff are so helpful and friendly, with heaps of local knowledge & recommendations of what to do during the stay.  it is located in a funky, safe neighbourhood close to shopping in Haight & loads of nice restaurants & bars.  Rooms are really clean, with…"
This place is nice!,"Located in a nice neighbourhood in easy walking distance to the Castro, Golden Gate Park, Haight-Ashbury and the Mission. The rooms are small but nicely decorated and really clean. Staff are friendly and attentive, with particular thanks to the lovely Shana. This hotel really…"
Great cheap option without the cheap hotel feel!,This place was wonderful! Since the hotel was in thw neighborhood I used to live in...it was sort of like being at home.  Good things:  1. It is really clean. 2. The staff are super helpful and friendly. 3. There is a super cute patio out back where my friends and I enjoyed a…
Can't wait to go back,We stayed in at this hotel last summer. It was recomended to us by some local friends and it didn't disappoint. We knew before we arrived that this was a boutique hotel so the layout and quirky rooms were expected. We even looked forward to them.  Reservation was easy and the…
Right up my street!,"We were checked in by Shana who was very welcoming, and gave us some very important tips about parking in the area, and places to eat. Monty who also works there was very helpful, and gave great tips too.  The room was very small, but was just fine for a couple of nights. Plus,…"
This Place is Awesome,"We came, as a family to SF for a wedding. We booked four rooms after searching Trip Advisor and Google maps for a place that would be close to the home of the newly weds and the wedding venue. We wondered a bit at this choice because it was oddly under priced compared to other…"
The Metro Hotel was amazing,"Just a short walk from Haight Ashbury.  The hotel is clean, and in a great location (with private bathrooms..) It is a small, boutique hotel, so go in with open eyes, as we did.  (bring shampoo and conditioner etc.  If you want the Hyatt, stay there instead.)  Shana, and Monty,…"
Good price and great location,We wanted to walk everywhere and the Metro was right in the centre of the City. We would highly recommend this place albeit our room was a little small. Our top recommendation would be for those parking on the street. Check with the friendly staff about the weird parking…
"A gem, off the beaten path","The Metro has a great staff -- friendly, accommodating, more like concierges than receptionists. It is no-frills, without a restaurant, but in a swell walking neighborhood with many choices. Nice cafe on the corner.   The price for SF is *unbelievably* low. The shady backyard…"
Nice hotel,"Nice hotel with a spacious room at an affordable price. Location in a quiet area with free parking along the streets some blocks around. Thought not in the center of the center of SF, it is easily accessible with the bus. Staff was very friendly."
Great Hotel in a great neighborhood,"When I come to SF, i don't like to stay in the Union Square/Downtown area, I just don't like the area and it's way to close to the dumpy Tenderloin.  So i decided to search a place that is off the beaten path and found Hotel Metro. I loved this hotel.  We got the largest room…"
nice and neat Hotel!,"We just spend one night at the Metro Hotel but we really enjoyed the location and:  what a reasonable price!! We also found a free parkinglot just round the corner, awesome.  Ther room was so bright and very comfortable, I liked the fact that the bathroom was splitted, so we had…"
Loved this funky little hotel in a great area,"Love this hotel and it will definitely be my go-to in San Francisco.  One because the staff was awesome, but also because it was clean and is a fantastic location.  Can you say Toronado 3 blocks away?  The location is great with lots of restaurants and shopping at your doorstep,…"
At home at The Metro,"I scheduled my stay at the Metro for the birth of my first grandchild and they totally worked with me on the dates since we didn’t know exactly when I would arrive or leave. That was just a foretaste of how nice Shana, Ellen and Monte would be as my hosts. (Thank you Shana for…"
great place to crash...,Great place for a clean and simple room in a great part of town.  There are hairdryers etc if you request one from the front desk.  And the staff is very informative and helpful.  Great place to stay if interviewing at UCSF..just take the N6 bus to the hospital for $2.  Also…
"Small, spare but very welcoming","This family-owned boutique hotel is centrally located, convenient to bus lines or walking the neighborhoods. Rooms and bathrooms are small (cozy), but clean and well kept. There are no frills here. (Bring your own hairdryer, or request one at the front desk; you must request…"
The customer service was unbelievable......,"Although the rooms are quite small and humble, the warm welcome and great hospitality makes up for it.  Shana, the beautiful lady at the desk during the day last Tuesday, was simply amazing.  We had a few transportation issues and short of driving us to our destination herself…"
The place to go if you want to get the true feeling of San Francisco,"We felt so comfortable at this hotel.  Friendly , helpful staff.  Room clean and attractive. Neighborhood setting, very safe. All types of resturants within a block.  Why go to an expensive chain hotel, get watered down juice and wrestle with a waffle maker and have the cost…"
"When In Frisco, it STILL has to be METRO","Our second stay at Metro Hotel was just as charming, just as fine, and just as fun as our first. The staff are still wonderful, Shana and Ellen (the management team) are still warm, still personable and still knowledgeable. I have said it before and I will say it again: they…"
"Great value for money, clean and basic","Stayed here with my boyfriend while doing a road trip on the west coast. A lot cheaper than other place we had looked at staying at in San Francisco.  Location was really good, nice quirky neighbourhood with good places to eat and drink. The actual hotel is more like a guest…"
Cozy Hotel with the most friendly Reception!,"This hotel is not like any one we have stayed in so far! We were on a whirlwind tour of the west coast (Vegas, Disney, SD, LA, SFO, Napa) and we found this hotel to be very different!  Pros: 1. Sheena at the Reception was fabulous - she was the most friendly person. She made our…"
Excellent value hotel in an expensive city,"Recently stayed here for one night--we came over from the East Bay for a Fri night concert at the Independent.  The hotel is very well located on Divisadero in the Lower Haight/NOPA/Alamo Sq area of the City--good watering holes, restaurants (excellent apps and pizza at Ragazza…"
Good price. Friendly staff.,"The Metro offers a good price and a very friendly, helpful staff.    The hotel's lobby is sleek and modern.  I was a little surprised to find that the lobby's aesthetic did not extend to our room (104).  Its walls were painted brown and white over stucco.  The bedside table and…"
"Great location, wonderful service","We just spent 6 nights at the Metro Hotel after attending a convention downtown and were quite pleased with the hotel. It was clean, comfortable and centrally located. The service was excellent and it was quite affordable. We had room 109 which was 2 queens and the layout was…"
WONDERFUL PLACE,"We stayed  3 nights my granddaughter, my  daughter and the Kev. we had a double room (109)  GREAT!!! clean  nice bthroom own private door to the large patio alot of flowers. and quiet. I cannt say enough of the staff, let our granddaughter keep her ice cream in the freezer. Very…"
