Hotel Name,Title,Text,Date,Rating,Traveller Type
Orange Village Hostel,,"Wifi is slow and doesn't work sometimes. Towels are extremely small, even my dog has a bigger one. Beds are squeaky. Other than that hostel is nice and clean, and the staff is polite and helping.
The place is close to downtown, but neighborhood just like the rest of downtown are is very unpleasant, there are so many homeless people outside.",3/1/2015,3,Business
Orange Village Hostel,,"We booked really last minute and got a private room with ensuite. Very nice and clean, good size and tv in room as well. Couldn't be in a more perfect location for us - we had stayed in Fishermans wharf prior to this stay and preferred union square.

The staff are friendly and helpful, the hostel is actually really cool - great large kitchen if you want to cook your own meals but even a nice little hang out spot if you don't.

Overall it was great and we will be back ",4/1/2015,5,Couple
Orange Village Hostel,,"I was stay in this hostel for 5 days 4 night it was worth i got cheap price and close to union square and just took 4 min go to powell st and take the famous cable car. The management helpfully the bathroom always clean , the best part of this hostel they provide free bfast (Waffle, fruit, OJ, coffee and tea, bread and nuttela ) and they have nice kitchen complete with the utensils and laundry+ detergent . i knew this hostel is in tenderloin as known very dangerous but that was okay they will not distrub us if we just go and not care. Just one minus sometimes the sirine of car (idk that was a ambulance or fire fighters car) they always sound in the night and never end (the risk of live in the city)",4/1/2015,4,Friends
Orange Village Hostel,,"I came to San Fran for business and needed somewhere cheap but central to stay. I found this online and the reviews weren't as bad as for everywhere else so I booked. What I can say is that 'it does what it says on the tin...and the staff do more.'

Room - I stayed in a private room that had an ensuite toilet and shower, there was also a microwave, fridge and TV. The fridge smelled a bit funny so I didn't use it but everything else was fine. The sheets and towels were clean, the pillows were super comfy and the bed gave a comfortable nights sleep. The TV channels were good, the shower was hot with good pressure and the microwave worked. The free wifi also worked perfectly in my room! The only bad thing was that the room overlooked the street so it was very noisy! I felt like my bed was actually on the street - not good when you need undisturbed sleep. Perhaps ask for somewhere near the back? The radiator in my room also made the most awful noise. Apparently it is powered by steam and this is what caused the disruption but once the heating was on the noise was constant - like a whirring noise and clicking sounds. Again, awful when trying to sleep. I tried turning the heater on to see if that released some pressure but this made the noise a million times worse!

Hostel - I used the kitchen 2 out of 4 mornings at breakfast but it was extremely busy and filled with people who looked a bit like they needed a wash (no shock there). There was everything you needed though - toast, waffles, cereal, tea, coffee, nutella, jam, butter... I am gluten-free so none of this was any good for me but if you pop down the road to the Westfield centre you can buy some gluten-free bread in the supermarket downstairs. I did this and then used the butter/tea provided. That was fine. There is also a lounge area to eat in front of the TV, which was nice. There are also laundry facilities, I didn't use them but they looked OK. Although my room smelled fine the rest of the hostel had a bit of a funny smell to it and seemed quite run down - this didn't bother me too much as my room was perfect for what I paid! The place is very secure which is reassuring, they lock the doors and you have to have a key to be allowed in. Excellent!

Location - this is a central place, which means there are a lot of crazy homeless people around so just be on guard. But it was good because a lot of attractions are within walking distance (I walked everyday), there are places to eat and drink nearby and transport to attractions further afield. Of course, this comes at the cost of it being noisy at night.

Staff - I cannot fault the staff, they were excellent! Each staff member was very friendly, very chatty, very helpful and extremely accommodating. I asked for a full length mirror as I'd need one to make sure I looked OK for work - I got one. I thought the TV wasn't working - they sent someone up immediately. I needed something printed - they did it (at a small cost). I was worried about safety - they reassured me. A loved one sent a message for me via email - they printed it and stuck it to my door as a surprise. I wanted to pay before I arrived - they sorted it. I had some questions before I arrived - they answered them all very quickly. One staff member even offered that I could practice my presentation to them. Honestly, they were excellent and I cannot praise them enough.

Overall, this is a cheap place but it is as luxurious as you will get for the money. If you want the Hilton - it is next door! The main thing is that the room was clean and everything was secure. The only big problem for me was the noise, but that isn't something they can really control - get a room at the back!",3/1/2015,3,Business
Orange Village Hostel,,Host is conveniently located near the downtown. Unfortunately it is located in the bad part of the 'Tenderloin.' Be prepared for people defecating outside the hostel door. Inside the hostel is extremely noisy so you will need some prescription meds to get any sleep here.,12/1/2014,1,Business
Orange Village Hostel,,This place was good for us as we were on a budget and not looking for anything particularly special. The location was good and the room was clean. We stayed in a double room which didn't have the noise problems it seems that other rooms had.,12/1/2014,3,Couple
Orange Village Hostel,,"I was travelling solo in San Francisco for a few days, and Orange Village was perfect. I met a lot of other solo female travelers! They have social stuff every night too, which is nice (one night was free pizza :D ). It's clean, very very reasonably priced for the location, and the staff is helpful. Traveling away from downtown gets a little sketchy, so try not to do that...otherwise so perfect!",10/1/2014,5,Solo
Orange Village Hostel,,"Overall well priced for downtown location, helpful friendly staff, updated rooms. The lobby, kitchen and lounge are small and clean. 

Stayed two nights in a dorm room facing the street noisy late into the night. I slept but my friend said it was noisy we were on the third floor. Bed very comfortable, linen and blanket clean

Used the luggage room before and after my reservation. Felt my bags were safe as they use a ticket system and staff accompanied me to locked area.

If you need to get a good night's sleep ask for a room away from the street at check in you may be accommodated.",7/1/2014,4,Friends
Orange Village Hostel,,"We stayed in a room with two other females - spent most of our days site seeing. 
Great value for money - it cost us just under $100 for two nights for two females! So close to the city and the Powell street railway/cable car. 
Would most certainly recommend to other young people! Free breakky",12/1/2014,3,Friends
Orange Village Hostel,,"a good, clean hostel in san francisco, 
the breakfast of bannans and waffles is ecxallent
staff is helpful, helping to arrange hostel fun nights and night outs.
was very pleased with staying in the hostel, and would do it again.",11/1/2014,5,Solo
Orange Village Hostel,,"It was alright, nothing special. It seemed clean and included breakfast. No lounge to sit down and relax or write postcards though, and the kitchen is so small that not even 15 people could eat breakfast at the same time. It felt a bit funny that the washrooms did not have a sink, had to wash hands and brush teeth back in the room where everyone else was still asleep. It is on the busy corner so it was quite loud at night, bring ear plugs. Overall, it was fine, did the job.",10/1/2014,4,Solo
Orange Village Hostel,,"I thought this place was pretty cool. Close to food shopping. Did some washing. Breakfast was good. You just help yourself to stuff. The staff were helpful as. I had my own room with a fan. It was hot , but I love hot.",10/1/2014,4,Solo
Orange Village Hostel,,"We booked a private twin from with bathroom, It was located on a corner but for the price i wasn't complaining, ear plugs fixed any noise issue we had. there was no aircon but it was still bearable heat. The room was clean, beds comfy and bathroom was nice. there was a fridge and microwave and a free breakfast which was great. The staff were all extremely helpful and approachable and the building was in an excellent location.",10/1/2014,4,Family
Orange Village Hostel,,"It is a cozy place with all basic utilities and no frills: just perfect for the budget traveller. I encountered mostly students here but it wasn't particularly noisy and in fact a rather pleasant stay. The rooms are somewhat small but clean and decently furnished. It was also a bonus to have a bath and toilet attached. The common areas and facilities including the kitchen, laundry, and lounge are simple and well maintained, and the option of a basic breakfast included in the rent was quite useful. The staff are friendly and helpful, and I didn't really have any concerns for safety, though it's best to stay away from wandering into the nearby Tenderloin area especially post-evening.
The biggest attraction of staying in this place is its awesome location. Just a short walk away from the Union Square and Market Street, there is a huge variety of options in transportation, food, and shopping all around. Also, it is amazingly well connected to a variety of tourist destinations in the vicinity and even in other parts of the city. Overall, a satisfying and pocket friendly experience; and definitely recommended.",2/1/2014,4,Business
Orange Village Hostel,,"Comfortable stay in downtown SF, close to shops, trams and Bart trains. Friendly staff and the free waffles for breakfast were amazing. Good lounge common area, rooms good and showers not too bad. Hostel has regular events, and there are always sociable people to meet here. I enjoyed staying here, in the Tenderloin district of town, be careful walking the streets late at night, lots of homeless people.",9/1/2014,3,Solo
Orange Village Hostel,,"Clean, pleasant staff and facilities were okay. Nothing particularly amazing for the price but I'd be happy to stay here again if I needed to. The bathrooms in the bedrooms could do with a towel and the page on hostelworld suggests you don't have a kitchen when you do so it would be worth updating. The staff were incredibly helpful and it is in an excellent location.",9/1/2014,3,Solo
Orange Village Hostel,,"I stayed here for 3 nights with my brother in July 2014. The hostel has good wifi throughout. The breakfast is minimal and the breakfast room is very cramped. The social areas in the hostel are horrible and are not inducive to a social atmosphere - which the hostel lacks horribly. The rooms were okay but weren't that clean (e.g. cockroaches in the bathroom) and suffered from a lack of light - making it a fairly unpleasant place to stay. Location was great but there is a serious homeless issue in the area so make sure you have your wits about you. We also saw loads of homeless people go up to the 6th floor throughout our stay which was peculiar, though we never found out why.... Suffice to stay, there is no reason to give this hostel a second chance, the experience was deeply unpleasant overall.",7/1/2014,1,Friends
Orange Village Hostel,,"First and foremost, a great location. Overall the hostel is quite dated, the lift is slow but the staff are extremely helpful. Rooms are reasonably clean overall and can be noisy or quiet depending on location. Several events during the week which are good fun",7/1/2014,3,Friends
Orange Village Hostel,,"The best part about this hostel is the location. It's close to Union Square and to every kind of public transportation. If you walk the wrong way, you do get into an area that's a bit sketchier, so be aware of your surroundings.

We rented a private room with private bath. The room was small, but it was clean and had everything we wanted. There is free wifi, but it doesn't always work well. The building itself is quite old. The kitchen was too small for the number of people staying at the hostel that weekend (it had only 3 tables), but breakfast was free. In general, the staff was helpfull but the first person we talked to could barely understand us and wasn't able to help.

This hostel is a good inexpensive option if you want a great location and aren't looking for much more from your accomodation.",7/1/2014,3,Couple
Orange Village Hostel,,"Don't be put off by reviews that slate the location- it is actually right across the street from the Hilton and really close to Union Square. We had a private room which was pretty basic, but clean. There was some noise from the street, but considering the price and location I would recommend this hostel for anyone that's on a bit of a budget.
Read less",5/1/2014,3,Friends
Orange Village Hostel,,"We shared a private room with bath. The room was small and the street a bit noisy. The included breakfast was very basic but waffle makings were provided. The shared kitchen area was a bit dark and depressing. The location can't be beat, the staff friendly and helpful, and the hostel atmosphere encourages camaraderie amongst the guests. I'd stay again",4/1/2014,4,Friends
Orange Village Hostel,,"Location was SUPERB. We could walk over to the Powell tram stop where you could see the tram turn around and there is lots of shopping and a below-ground visitor centre nearby. It took like 10 minutes for us to walk over. Room was clean but sparse - two single beds, a small writing table and a chair, and a TV hanging over a chest of drawers. Bathroom, including the shower area, was tiny and there were not many spots where you could hang or place your toiletries and clothes - you have to hang your stuff right next to the toilet bowl. But I was still quite happy with Orange Village cos of the fabulous location. The kitchen has a lot of cutlery and breakfast was a simple daily offering of cereal, waffles and hot coffee, but you can check out BK near the Powell tram stop. The laundromart is on the same floor as the kitchen so we popped in our dirty clothes and went to have breakfast. Kitchen is small so there aren't many seats. There is a small lounge on the same floor which I did not check out. You have to sign for the use of hairdryers. There were I think 3 PCs in the lobby. I felt safe as you need to buzz a staff member to let you in. They also offer special airport limo rates, I cannot remember which limo service provider, but the rates are good. There have been comments about the noise but I did not have trouble falling asleep, even though my room was really very near the lift.",10/1/2013,3,Family
Orange Village Hostel,,"This Hostel is located a few streets away from the BART and MUNI station. For the price I paid, I believe that it is fair to give this place 5 stars. The rooms had hardwood floors, power outlets and the shower had running hot water. BRING EARPLUGS! This hostel is located in the busiest and loudest areas of the city. One night, I woke up around 3AM to the sound of taxi drivers getting into a fight, and fist fight. The second night there was a bad accident that woke everyone (Without earplugs) up. 

The elevators are old school but I loved it. Breakfast was great, I loved their waffles. Overall everything was clean and best of all i did NOT experience a foul odor smell. Wifi was fast at all times.",5/1/2014,5,Solo
Orange Village Hostel,,"We stayed at Orange Village with the knowledge that it was quite quiet so I was not surprised when there was not much going on. The rooms were comfortable and they accommodated us nicely with a pull out bed for an extra person. The front desk staff are a bit unfriendly and unhelpful and the breakfast and things wasn't too exciting but it was quiet and convenient. The location, on the other hand, was really good - so close to Union Square and all sorts of public transport!",4/1/2014,3,Friends
Orange Village Hostel,,"The reception is a busy vibrant hub, with nice helpful female staff, armed with heaps of information on what activities to do on your journey in the city.
We chose a twin room at the front of the building that included a bathroom. The room was adequate with a flat screen tv, microwave, fridge, desk, drawers and clothes hanging area. The room was clean except for the harden vomit on the wall at head level that I had to remove before settling in for our four night stay. 
Our first night was sleepless due to the noisy fire engines, loud street drunks and internal noises however the second night we had naturally adjusted and slept without interruption. 
We had come from 4 star hotels before heading to San Fran and had looked long and hard for a good deal there to no avail. After experiencing this city we were delighted not to have paid ridiculously for the overpriced hotels there. I would suggest only the easy going and low maintenance people of this world book into this hostel so they can fully enjoy its spirit. Don’t book because it’s cheap and then complain like crazy.....you have been warned!!!",9/1/2013,3,Friends
Orange Village Hostel,,I found the Orange Village hostel to be good value for the price you pay. The location is great as you are close to Union Square and all the touristy stuff but you are also close to the good non-touristy areas like the Mission district and Castro. I have read some people say its a bad area because its right near the tenderloin which is where the homeless people are centered and its scary. Yes it is right near the tenderloin but we spent 5 nights walking through this area at all times of night and never had one remotely scary experience. Most of the time you walk through this area and none of the homeless even seem to notice you so please don't be worried about this. We stayed in a private room and it was basic but had all that you need and was clean. The staff were very friendly and helped us out on several occasions. The bed was pretty old and worn but you expect that in a hostel. Breakfast is the standard hostel breakfast and they have a good laundry that is not expensive. Would definitely recommend staying at this hostel.,9/1/2013,4,Couple
Orange Village Hostel,,"I'll start with the pros. This hostel is clean; our room and bathroom didn't feel dirty. They had wifi and plenty of outlets in the room. It was cheap.

Now for the cons. The main con for this hostel is the location. We were warned by a local to stay away from a certain area of the city because it has become overrun with homeless men. Little did we know the hostel was on that street. We arrived after dark and had to park two blocks away, which would have been fine in another area of the city. So there we were, two girls carrying our bags through crowds of drunk homeless men down dark streets in a strange city. I have stayed in hostels in Europe and never felt unsafe, but this was the most unsettling travel experience I have ever had. The room was also noisy- I could hear people fighting and garbage trucks on the street all hours of the night. 

If it was in a different location, it would be an okay place to stay",10/1/2013,1,Friends
Orange Village Hostel,,"Pros: cheap, good location, rooms passably clean, towel provided, free Internet.
Cons: rude, rude staff. A pain to have to walk past their unsmiling faces at the reception. Beware the unhelpful guy with the greasy brown hair and sour face! Bathrooms small, with slightly frightening textured walls. Lockers in rooms but you bring your own lock. 
Comments: There isn't a big difference between rooms with private and shared bathrooms, so save your money.

Conclusion: did someone say cheap? Those of us who can't afford the neighboring Hilton can't be choosers.",9/1/2013,3,Solo
Orange Village Hostel,,"Great location to be able to walk everywhere. Even though this is at the edge of the Tenderloin, we didn't have any troubles. Despite the odd fellow asking for money or a smoke when I was outside, they were harmless. The staff buzz you in the door so you have a level of safety. I was in a private double room with sink (shared toilet and shower). It was small room but perfectly fine for the two of us. Great storage for clothes and added bonus of a fridge & TV (which we never did get working). I'd read other reviews beforehand about lack of power points and they weren’t joking. They provided a power pack for 3 items, the fridge took up one so we only had two power points for two people and all of our phones, iPads, and cameras. We had an internal facing room and it was dark but also quiet. The communal bathroom was clean. The private rooms don't have lockers. We were a little worried about leaving our items in the room, but we did it anyways and just asked that the room wasn't cleaned. Nothing was stolen even though we took a risk. Friendly staff.",8/1/2013,4,Couple
Orange Village Hostel,,"This is my second visit to Orange Village for the last 3 years.

Convenient spot. The hostel itself is somehow redecorated a bit. It is neat as i remembered. The breakfast is simple as usual. But the waffle mixture is good enough to for me while travelling with a tight budget.

Last time i stayed in a private room and found it very good. However, this time i tried a room with bunk beds. The bed is not good enough, it is not strong will move around if the one above / below is moving. this impacts a lot the sleeping quality.

The bathroom is super tiny.

There is no desk nor any chair for a 4 ppl room. and not enough power for 4 ppl charging their electronics.

Will consider changing another one when visit SF again",7/1/2013,3,Friends
Orange Village Hostel,,"Had I not spent the night at USA Hostels around the corner the previous night, this place would probably receive a higher rating. I stayed in a private en-suite with a queen sized bed. Just like any other hostel, toilets and showers are shared. they do offer shuttle service to SFO but I did not use it. major selling point is that its walking distance to everything around Union Square and good access to BART and Cable Cars.",7/1/2013,3,Solo
Orange Village Hostel,,"To begin with, we made a reservation for 6 people in 4-people-per-dorm rooms. Finally, we were given a 4-people room and the other 2 got upgraded into a 2-people private room. Each room has its ensuite bathroom. My friend and I stayed in the 2-people private room.

We took the BART from SFO Airport to Powell station, and that took us 1/2 hour and USD 8.25. Right off the station, come up to Forever 21/Gap that street, walk it up (the cable car line), turn left, walk further up and Orange Village Hostel's signboard will be in view.

A point to note. Usually, a 10% deposit it made during the reservation. Then, the remaining 90% will be paid upon check-in. We paid USD 96 per person for a 3-nights stay, and that's meant for the 4-people room. It includes accommodation, linen and towel (collected upon check-in for 4-people room and prepared beforehand for 2-people room), free WIFI, continental breakfast (think waffles and cereals), full kitchen facilities, in-room refrigerator and microwave oven, and... luggage storage for collection before 9pm on check-out day. The best extra that comes with all these inclusions for USD 32 a night is the fantastic service of the staff! They are very knowledgeable and ever ready to assist. We asked them to recommend us where to go for a good Asian dinner, and we really enjoyed ourselves at Izakaya Ninja (the kimchi fried rice was awesome). From there, we took a walk to AMC Van Ness for a movie, but that's besides the point. It's a really great value-for-money stay.

Anyway, the WIFI works excellently throughout the property. There were multiplugs in our 2-people room which was fantastic. Do note to bring the USA adaptors though. We really liked the room which had a pair of single beds and desks, together with a 3-drawer cabinet and an open wardrobe with hangers. We also had a TV that we did not use at all - it had to be adjusted and we were just too busy outside of the hostel. There was also a fridge and a microwave which we did not use as well. There was a wash-up area with a mirror and a sink, and yes, this is in the bedroom area. There was no airconditioning, but one could easily open the windows to welcome the cooling SF wind.

Now... the bathroom. It was really a great pity that the 2-people room was very spacious but the bathroom was tiny. Well, basically, it is just a toilet bowl and a shower beside, with not much space to maneuver around... and when in the shower, it is just a standing space. We found a strange smell from the bath area, and concluded that it came from the shower curtains which were probably quite old. There was plenty of space to place our soaps, which was good. The most critical issue in the bathroom was that the shower handle works in an opposite direction!! It caused us a lot of frustration on our first night and the first morning. Well, our flight was cancelled on our first day, and we had to wait many hours before we could finally arrive and check-in at OVH, and the really sickening part was that we could not have a warm bath (the water was icy cold at night). We informed the staff during that very night and he said he would turn the heater on for us and told us to wait a few minutes. Who knows, the water remained icy cold! Then, the following morning, it was still icy cold! We went for breakfast and followed up with another female staff who quickly advised us that some handles worked in the opposite direction, i.e. the COLD part would be HOT, vice versa. Viola! That solved our frustration and from then on, we had decent baths....... Please keep it in mind that some bathrooms on the 5th floors would have this issue.

As for getting around, OVH is just steps from Macy's and Union Square. It takes about a 15-minutes walk to Chinatown from OVH, about 10-minutes walk to Civic Centre, and about 5-minutes walk to Union Square/Geary Street area. There was a Ruby Sparks nightclub which had long queues during the weekend we were there. The walls in the room were not that good for soundproof and we could definitely hear the TV from the next room and traffic sounds from downstairs. I am not a light sleeper so that was not much of an issue for me. We were tired and fell asleep naturally anyway. Back to location access, well, for Mission District (to see murals), one could easily take the MUNI trains for about USD 1.75 per ride. For Fisherman's Wharf, Pier 39, Lombard Street, one can easily take the public bus which costs only USD 2 per person, and the ticket can be kept to take other buses until it expires. For those more keen in commentaries and hearing facts and jokes, they could take those hop-on and hop-off buses (there are at least 5 such operators in SF) which have stops close by OVH, e.g. Hilton Hotel and Union Square.

This hostel is really fantastic, and they were sold out on the weekend we were there... So, do book early. I probably wouldn't return unless I was doing backpacking or on a tight budget, but it's a great bargain hostel/stay for budget-conscious travellers.",6/1/2013,4,Friends
Orange Village Hostel,,"The orange village hostel is a nice little hostel a bit north of the taylor/Market st. bus and streetcar stop (and not far away from the powell/market metro station).

One thing to know is that the neighborhood to the west of it is not the nicest but when you go east from it, you are actually in a very good location. You're about 2 blocks away from the world famous cable cars (to the east of the hostel) and in a good location to get busses/metros to about everywhere.

The private rooms are really ok (they even have a microwave, fridge, private bathroom and tv with great programms) and generally clean. Staff is mostly nice, breakfast is nice too, but often overcrowded (especially during weekeds). The airport shuttle is also a nice service, picking you up in front of the hostel and bringing you to your terminal for 13$ per person, at any time of your choosing. Avoids the hassle of public transportation with lots of luggage.",6/1/2013,4,Couple
Orange Village Hostel,,"I stayed in a basic dorm of 4 beds with an en suite and had a very enjoyable stay. The location of the hostel is good in the fact that it is fairly central, only a few minutes walk to the subway or Union Square. However it is just on the edge of the Tenderloin neighborhood which is not so nice - my advice is to always turn right as you exit the hostel, never left. In any case there is someone on the front desk 24/7 and you have to be buzzed into the building so it was very secure. An added bonus that they offered a free breakfast. The wifi was good and the room and bathroom was always clean. Overall it was a good place to rest when exploring San Francisco.",5/1/2013,4,Solo
Orange Village Hostel,,"We stayed in a double room with private bathroom. Both were clean. Good bed. Breakfast was ok. Staff was nice and very helpful.

Location is perfect, just a few blocks from Union Square. Easy access from the airport.",4/1/2013,5,Business
Green Tortoise Hostel - San Francisco,,"Stayed here in May 2019, met so many cool people and had the best time! By far the most social hostel I've stayed in the US - definitely a rare find. There are hostels out there that are cheaper or more comfortable, but if you're looking for a proper European-like hosteling experience, I seriously doubt you'd find a better place in SF.",5/1/2019,5,Solo
Green Tortoise Hostel - San Francisco,,"I booked the Green Tortoise Hostel for a one-night stay for $47. It’s best to book on their website as not all travel sites have access to their full inventory. The place is a very social & party headquarters, so this may not be the best selection for those expecting to get quality sleep every night. At check-in payment with credit card incurs a $1fee/night, so best to pay cash or use a debit card. There is a $20 key return deposit upon check-in. There are multiple bed rooms, so inquire for a room with fewer (4 vs 8) beds. Guests tend to be under 30 yrs. old. It is a non-smoking facility. **The reception is located on the second floor and there are no elevators. 

One thing that really impressed me was their info corner. This corner offered one of the best cheat sheets of TO DO/TO GO lists of any property I have ever stayed and this includes five star hotel properties. These little sheets, for example, listed FAQ’s, local foods, local coffee shops, local bars, a brewery list, and more. Each little sheet was pre-cut, so you could just grab it and go. The sheets listed hours for the businesses, clientele, mapped the area, favorite items to purchase at these businesses along with price categories. A simple idea, but excellent information source for all guests.

Room:
The rooms were probably a bit more dated, but still comfortable. The 4-bunk rooms were tight, but functional. Beds come with a reading light, power outlet, large storage area for each unit under the bunks. I was able to get my large suitcase under the bunk, just remember to bring your own lock. Linen is provided. I happen to be in a co-ed room.

Amenities:
Free Wi-Fi, free breakfast (07.30-10), pool tables/games, entertainment, lobby massage chairs, huge ball-room, computer lounge, laundry room, community kitchen and fridge storage, coffee/tea, and numerous free dinner nights in the community kitchen during the week. Check the activities board for numerous events each night of the week in-house and around the city. There is a sauna for guests by request only.

Overall, the place is a bit more dated and the rooms can be cramped but the hostel certainly offers one of the best activity calendars of any of the SF hostels I have booked in the past. The staff is efficient and very friendly. More mature guests may want to take into account the youthful activities and events and may want to consider other hostels.",5/1/2018,4,Solo
Green Tortoise Hostel - San Francisco,,"We thought the hostel was good and would stay here again. Comfortable rooms and the under bed storage lockers fit extra large bags. Rooms were clean and there was a big mirror for getting ready in the room. The hostel has activities you can join in on, although they don’t always run on time. Reception staff are often heard socialising amongst themselves, felt like I was interrupting them! Only reason we would knock a point off. The hostel has free shampoo, body wash which was actually nice. Some bathrooms are bigger then others, they were clean and in good condition with hot water. Location is the best part.",2/1/2019,4,Friends
Green Tortoise Hostel - San Francisco,,"Stayed at this place in Feb 2019. Really liked location. Very nearby from Chinatown and Fisherman’s wharf. Close to most party places. 
Staff is great and helpful. Any questions you have just ask on front desk. Liked the idea of san Francisco landmarks and instructions to reach there. As a traveler you want to keep those info handy.

Rooms are good with clean bed and sheets. Clean washrooms. Every evening new activity. Very nice ball room to hangout and eat. Pool table is an additional fun.

Only drawback was kitchen utensils hygiene. Probably when I was there the washing area tap was not fixed properly. Utensils were all sticky even after wash. If you provide free food then can make sure utensils are neat and clean. 

Apart from this i would say this is one of the best place to stay if you visiting SFO.",2/1/2019,3,Solo
Green Tortoise Hostel - San Francisco,,"I stayed at Green Tortoise for four days. I chose a hostel as I was travelling solo after a long time and wanted people around me. As a working professional I also wanted a place where I could work or use the computer if I wanted to. Green Tortoise was the perfect choice. The staff, like 70% of the people who choose to stay there were quite young. And very friendly. As there is no elevator,they helped me carry my luggage up. Then about the rooms,the dorms have bunk beds and a washbasin too. The basin is quite useful as you can use it when the common washrooms-cum-showers are occupied. The rooms are fairly neat, but the overall infrastructure is a bit old. They have fun themes on different nights. You get free breakfast everyday and on some nights too. If you buy food, you can label and refrigerate in their fridge. Bottom shelves usually have free food you can eat anytime of the day. It can range from salads and meal boxes to leftover cooked the night before. Location wise too it's quite central and has Italian restaurants around. They let me pack free food in their boxes and take it when I had to rush for a tour. They also have massage chairs and a dry sauna room that you can use for free. I felt a little grown up for bunk beds and the very young vibe, but also happy I stayed here as it was hassle free and super friendly. Would surely stay again. They also have a discounted shuttle service to the airport",2/1/2019,4,Solo
Green Tortoise Hostel - San Francisco,,"I just want to write a quick review. I had to book this last minute (I found it on AirBnB) and I'm really pleased. It's in what used to be an old hotel. There's a big common area to hang out and play music. Good wifi, warm showers. Friendly staff. It's really the best hostel I've stayed in (which isn't many, but still). They have different events and free dinners or (friday?). It's a good chance to socialize. 

I will mention, if you are staying in a dorm, make sure you bring a lock for your in-room storage locker. I would have but I wasn't planning on staying in a hostel. They do have ones for purchase (5 bucks) if you forget. Towels are $1. I like the dry sauna (you sign up for it) The location is pretty decent. Not far from Chinatown. I walked here from the greyhound bus station with no problem. They have a lot of good information available too, like how to get to certain locations via public transit.",1/1/2019,5,Couple
Green Tortoise Hostel - San Francisco,,"We were two travelling so we got a private room with bunk-beds. The room was clean, the bedsheet were clean and the matresses were awesome to sleep on! Perfect night sleep! 
The room was a bit hot and humid, opening the window fixed that. It was better to close the window for the night as there was quite bit of noise coming from the street.

Free breakfast was a nice plus.

The location of the hostel is perfect. Walking distance to Pier 39 or Union Square. And eventhough the neighbourhood is full of striptease clubs etc, never we felt unsafe to walk around, even at night time.

Would definetly stay here again!",1/1/2019,5,Friends
Green Tortoise Hostel - San Francisco,,"My boyfriend and I booked a trip on the Green Tortoise bus trip for 10 days and needed accommodation both they day before and after the trip. So, we looked no further than the same company and booked. 

We booked a shared double-bed room both nights. This was an unusual experience for us as new-comers to hostels and we generally we happy with it. When we arrived, it was quite late as our flight arrived in the evening and we then got the subway into the city and had to navigate to the hostel. As a result, when we arrived into our room, the lights were off and a couple were asleep right infront of the door. As a result, we stirred them from their sleep and felt terrible. Of course, we just weren't used to this situation and were trying our best to not make any noise. As we were on the top bunk, it was impossible to get up and down without making noise as the bed was quite creaky. However, once we adapted it was fine. On the returning night we had the bottom bunk which was a lot better and we preferred this. 

The bathrooms were great, and we only had to wait for a short while for a shower. The food options were good, but didn't leave us full up. The dining room system works well, everyone helps themselves and cleans up after themselves. The wifi is good and helped us keep in touch with family. All of the staff were super friendly and helpful, as were all of the other visitors to the hostel. There was lovely atmosphere and we would definitely stay again. 

The hostels location is fine, a short walk away from the main tourist destinations. Golden Gate Bridge is a long walk away but the hostel provide lots of information about transport. They also have maps for you to revise or buy. 

Overall, it was a very positive experience and made our trip to California a lot more fun!",7/1/2018,4,Couple
Green Tortoise Hostel - San Francisco,,"I love the Green Tortoise! I recently stayed at this hostel during my weeklong adventure In San Francisco. In a word.... STUPENDOUS! The staff (aka Tortoises <3) are welcoming and warm! Daily activities and community dinner on Monday/Wednesday/Friday - Be sure to volunteer! The rooms are clean and serviced often by dedicated staff. Private bathrooms and laundry available and also free wifi!! 

I felt at home at the Green Tortoise and met so many amazing domestic and international travelers. Thank you Green Tortoise community for making my week in San Francisco unforgettable. I highly recommend this fabulous hostel",12/1/2018,5,Friends
Green Tortoise Hostel - San Francisco,,"The staff is incredibly friendly and helpful, charming dinining hall, a lot of great events are organized including cooking dinner every other night! I felt like I was part of one huge family. Fantastic vibes!",8/1/2018,5,Solo
Green Tortoise Hostel - San Francisco,,"I've typically stayed in hostels in Europe and Asia, not so much in the states. But this is a great option if you're looking to save some cash on sleeping in San Francisco. The amenities are good, clean, and the dining hall is incredible. The only small negative comment I would give is that I paid for a 6 bedroom female dorm, and when I arrived at the room I was actually sleeping on the bay window as the 7th person. I guess when in San Francisco!? Met some other lovely solo female travelers in my room.",10/1/2018,4,Solo
