Solo,Title,Text
,Superb!,This hostel is brilliantly located right on the fringe of the little Italy and Chinatown districts in San Fran. While there are a few adult pubs and clubs nearby it was a safe and hassle free neighbourhood to be. It's spread over 3+ levels so sure with a pretty sweet community…
,Only if you're young and single,"Location is in the middle of strip club land, so if ur a mature couple probably not suited to you. Expensive for a private room. Survivable at best, found pubes on my bed sheet it is a last option type place. Good thing is the tv has movie channels, bring flip flops, the…"
,Sanfran....tastic,We stayed here a few years ago now. Having spent 3 weeks on the green tortoise bus trip from New York to San fransisco. Finished it off with a few night in the hostel wher we had the little flat. This was a brilliant place. Great atmosphere great facilities for a hostel and…
1,"Fun, well-organized, great location","Just a block and a half from City Lights Bookshop along Columbus Avenue this character hostel has a dining hall which serves a great free daily breakfast and some dinners, as well as hosting lots of events that can help you meet others or just chill out in the hostel enjoyably. …"
,Decent but bring ear plugs!,"Great location (even with the strip clubs/peep shows near by) with an easy walk to warf and Chinatown and really decent breakfast but bring ear plugs! Street can be noisy, all rooms have a big fan which is nice but noisy and request a room NOT sharing a wall with the common…"
,One of the best I've ever stayed in!,"Gonna be a short but sweet review.  Amazing hostel, central location. The strip clubs close by are a bit sketchy but I felt very safe. They lock the front door at 7:30 so you have to be buzzed in which is great security. Free breakfast every morning. And oh my; the free dinners…"
,Yes yes yes!,"Although it sounds expensive at $40 a night for a 4bed dorm I would definitely recommend this place!  Breakfast included and free vegetarian dinners 3 nights a week plus many other awesome extras like great wifi, free massage chairs and lots of helpful staff! There are many…"
,San Fran-tastic!,"This place had a great vibe with really helpful staff, the free breakfast was great and well organised food, some other Aussie had even left vegemite out! To be honest it was a little expensive for a hostel $40 a night for a dorm bed and our room was quite hot and stuffy. Really…"
,Great place to stay - highly recommend,"Stayed here on two occasions - the first in an 8 bed dorm for 2 nights and then again in a private 3 bedroom for 5 nights.  Rooms were clean and so were the many bathrooms available for your use. Staff are friendly, helpful and very knowledgeable.  Atmosphere is great and it's…"
,Great atmosphere and cool dorms,Staff is great and very helpful - atmosphere is also very cool and it's a good place to meet new people. It's located directly in China town with save neighborhood. There are no homeless people lying around in front of the hostel. Dorms are very clean but small - there are…
,Excellent.,"I only stayed for a night but the staff were very friendly, my roommates were friendly, everyone was welcoming. The rooms are clean and well organised. The bathrooms were spacious. It was a nice stay."
,Fantastic Hostel!,"This is a fantastic hostel with a great atmosphere, and feels a big fun share house of sorts. The staff are super friendly and helpful, and make you feel part of the hostel - there are free dinner nights, cool events always happening, breakfast everyday and cool chill out…"
,Only hostel i've ever left.,"Firstly, I don't want to be overly scathing about it as im sure everyone has an off day, and on another day it would probably be good, but that being said, it is the only hostel i've ever left.  The Hostel was cramped and dingy and the carpets stink, you cant fit two people down…"
1,Really a good hostel,"Good value for money. Plenty of bathrooms, breakfast included in the price and dry sauna as well. Plus they have friendly staff who helped me with everything I needed (thx Joe and the other guy who had shift with you on August 31)."
1,Cold and impersonal treatment,"I arrived smiling and chatting to fellow travellers who had kindly helped me with my bags through a heavy door and up numerous stairs to the foyer. It was late and wasn't that busy, but I didn't even get a hello or anything friendly from the staff member who checked me in, just…"
1,Expensive but your money is worth it!,"I really liked this hostel! The building is huge...specially the common area, so at first is a little bit hard to know people but the activities organized at the hostel are perfect for that and at the end you will be meeting fellow travelers everywhere.  I stayed in a 8 bed dorm…"
,Excellent hostel!,"Stayed here with my boyfriend in the private annex (private rooms are in a separate building down the road). It was clean & comfortable with a TV, dresser and a little balcony with views of the city & the water. Green Tortoise is a great, fun & super friendly hostel for young…"
,Great hostel and location!,"We must have stayed in over a hundred hostels between Europe/SEA/Oz/NZ and the green tortoise is definitely the best we've seen so far in the US. Granted the rooms are pretty small, but the staff are great, fast check in, all the facilities you need, FREE breakfast and…"
,"Expensive for kind of site, dirty, noisy, inattentive staff at reception"," I stayed 4 nights at the hotel. Every night I could not sleep for the noise of their own customers at the corridors at 3:00 am(if you complain they said you that they can,t do anithing, they sai that you must put ear-plugs). The rooms are not much clean and smalls.  It,s a lot…"
,Yeeeessssssssssss!!!!,Thanks for free dinner when I was on the ropes.  Such a great place. Clean and friendly. All you need.  Great locale too!!! Yeessssssss!!!!!!!!!!!!!!! Weeeeeeeeeeee e!!!!! The staff are cool and keen to share a tea with ya
1,They thought of pretty much everything,"As far as hostels go, this is a really, really good one. It has a real community atmosphere with events on most nights, free breakfasts daily, free dinners several nights a week. The big common room off of the lobby is gorgeous, a great place to just sit and chill out or meet…"
1,Great stay,"Stayed for a week last month I have stayed at several hostels, and this one is one of the best hostels. I stayed in a 4 women dorm that was super clean and mostly quiet. The common room was a beautiful ballroom that hosted events every night. There had been five bathrooms on…"
1,Great hostel,"I stayed there a while ago but have kept very good memories of the place. The atmosphere was great, I loved the ballroom. In the evening, it was very nice to hang out there for a while to get to know all the other guests.   Rooms and the kitchen were clean, the hostel has a nice…"
,Great stay,"We stayed in one of the private rooms one block away. Comfortable room, shared kitchen. And bathroom (both clean). Great views from deck across the city. Good free breakfast of bagels, coffee and fruit. V helpful staff that got us a discount for hiring bikes and explained the…"
,"Friendly staff, clean, seedy but central location, view of wall out of window","The staff was fantastic! The room was a tiny private double that was clean and had a TV with a library of movies to watch (no broadcast tv). The window faced an alley and a brick wall. For me, that made it a bit claustrophobic. The shared bathrooms were usually clean and usually…"
,Great stay,"I stayed for five nights and had a private room in another building a block away. Had the best of both worlds - access to all the awesome facilities of the hostel - wifi, web, food, ballroom etc but with the quiet when you want it and kitchen facilities too and the best was the…"
1,A hostel in an old Hotel ! Just love it !,"I stayed at this hostel for 5 nights and it was a beautiful experiance. You'll have to like old buildings as I do. I mean the rooms aren't realy modern but they are definitly clean. But the most beautiful thing is the Ballroom, it will be the place where you hang out, eat,…"
1,"Great hostel, awesome vibes!","I stayed at the Green Tortoise for 7 nights, after having stayed at the one in Seattle, and I loved it! The decor has great ""San Francisco vibes"", the staff was really nice and check-in/check-out went really smoothly.   I stayed in room 9, it was really big, there was a sink,…"
,Loved this hostel,"I recently stayed in this hostel for 5nights and I would def stay there again in the future. I was in room one, which is at the front of the building, could be very noisy but nothing eye plugs couldn't fix. The room was very spacious and the beds were big and very comfortable,…"
,Hostel with a character,G.T has definitely embraced the very meaning of a backpacker with its Bohemian themed interior and organised group activities. Our stay here was brief but semi comfortable. The private room with a bunk bed was a little cramped and exuded a rather funky smell. We spent very…
,Awesome hostel,Great hostel good location to most of the sites are in walking distance! Nice pub crawl! Big common room free meals and breakfasts good beer pong tournament staff were great with tours! Always a party going on nice size pool table! Good tours on offer in the tortoise bus! 
,Could have been better,Would have given more stars but the place is so unorganised. When we arrived to check in for the second time they said our booking didnt exist even though we had a confrimation email. We were told that we couldnt check in until 11 so we sat around waiting for three hours then at…
,"Good, but not great.","I love the Green Tortoise in Seattle, so when I came to SF I reserved the Green Tortoise for my stay. The atmosphere was a little less social here, which was disappointing.  And the rooms were so much smaller. Hardly any space to move around. And the location was decent. I was…"
1,"Cosy, friendly and good location",Stayed here for a few nights and was pleased with everything. I booked online via a booking site  and then had to change my booking due to plans changing. The lady at the counter even refunded me my booking fee at the hostel. Free meals are great and good quality. Its a short…
1,"Adequate, but better suited to youngsters","I booked the Green Tortoise through a third party website. I was surprised, and somewhat alarmed, to receive an email directly from the hostel afterwards with the tagline, ""We are the number 1 party hostel in San Francisco"". There had been no mention of this in any of the…"
,Excellent First-Time Hostel Experience,"Now viewed among my community as the expert budget traveler, the most common question I am asked is about staying in a hostel. I am asked that question, because I am from the community that views hostels as strictly for college students gone wild. For that reason, no one I know…"
,Perfect location,"We had a private room in the annex for 5 nights. The annex is very well situated, just enough close to the main building to walk and have your free (and good) breakfast, but far enough of the street to be a quiet place.  It's a small building, just behind a school yard.  Our…"
,Great place to stay in San Francisco,"After reading all the reviews, I knew I wanted to try the Green Tortoise. My friends and I booked one private 3 bed room and one of my friends stayed in a 4 bed female room. We were all really pleased with our stay. There was a delicious vegetarian friendly breakfast every…"
,The best hostel in 'Frisco,This is easily the coolest hostel I have ever stayed in.   We got to San Fran from LA at 5am by the cheapest greyhound bus fare we could find. Even though check in was something like 11am the 24 hour staff let us all in and let us sleep in the dining room with our bags rather…
1,Pleasant surprise and comfortable stay,"This is among the best hostels I've ever stayed at, in a city I love.  The staff is genuinely friendly and helpful and they are always available any time of the day or night.  Given that GT is located in North Beach amid a gaggle of strip clubs (plus other, better things like…"
,Best hostel in California!,This was by far the best hostel I stayed at in California. The staff were usually very helpful. The breakfast is so good. The people are friendly the beds awesome. Good social environment! Location is ideal as well. Shower's were private but some a little cramped but if staying…
1,"professional, friendly, fantastic","I cannot thank Sarah and the team enough. My stay at the hostel was meant to be for a week, but unfortunate circumstances back home forced me to leave straight away after only 3 nights. I was given a full refund for the nights remaining, I was given somewhere to store my things…"
1,Amazing hostel in a great location,"I've stayed for a week at the Green Tortoise Hostel. I've met some great travellers. The location, in Little Italy, is very great. Free breakfast every day, free food 3 times a week and a lot of different activities. A little bit noisy in the ballroom at night but overall, I…"
1,"Wonderful, Magic !","I had a wonderful stay there. Good vibes, good staff, good people, good experience. A bit pricey but well, you are in San Francisco and lots of free things are included in the price (breakfast and 3 dinners a week and a lot more). Just go there !"
,Great hostel,"This is a great place. As a 30-year-old woman traveling alone I felt very welcomed and safe.  Free breakfast was really high quality and such a welcome perk when traveling.  All hostel staff were very helpful and respectful.  A friendly, safe, welcoming atmosphere.  Highly…"
,Best hostel ever!,"This place is tops! I recommend all over the world to visit if in sf. This really is what hosteling should be like. The ball room is amazing. Central to everything in sf. Last time Iwas there, there was free dinners and drinks, met the coolest people, and kick started my world…"
,One of the best hostels we have ever stayed in!,"You can really tell this hostel has been running for years, everything is well organised and run. There is free breakfast every morning including bagels, porridge, eggs and fresh fruit. There was also free dinner Monday/Wednesday/Friday - during our stay we had curry, carbonara…"
1,A quirky home from home in San Fran,"the Green Tortoise hostel was a wonderful experience from start to end. The decor is fab and quirky, the bedrooms are comfortable and well designed and the bathrooms are plentiful and clean. The hostel has a great atmosphere and a real sense of community - everyone gathers in…"
,Best hostel I have ever stayed in!,"We LOVE the Green Tortoise! Would recommend to all backpackers, perfect base for a trip to San Francisco. The minute we arrived we got good vibes from the place, the staff are quirky and kind, and the hostel itself feels like home. Their website motto ""your home away from home""…"
,"Great location, friendly staffs, cool vibe and good for value pricing. ","As we booked a private room with a queen bed, we did not stay at the main building but at another building about a block away. So, our review about the room may be different from others. We got the room on the third floor which has a deck right outside the room; the deck offers…"
,great hostel,"Green Tortise is in a great location, easy to walk or bus to the towns highlights. Staff were extremely helpful, thanks Flora & Joe for all the help! Great free dinner - thanks Elligio! Clean rooms and bathrooms. Definitely a party hostel over the weekend, but not too bad. Easy…"
1,Highly recommended hostel,"Amazing hostel located on the edge of Chinatown in SF, about 15 minutes from the subway or 5 minutes to any of several bus stops.Staff are really friendly, rooms and bathrooms are always clean, the common room is huge and lots of awesome times are to be had there, and there are…"
1,Great value for money in San Fran!,"I had a great experience at this hostel. It was always clean and tidy despite the hundreds of people staying there. Breakfasts were amazing with a buffet of fruit, bagels (with plenty of spreads) and tea and coffee to your heart's content. The staff are really helpful and…"
,In the middle of SF,"We had a private room on the second floor facing Broadway. As we stayed over the weekend it was a little noisy, but good to handle. The view from room 24 is good - over Chinatown and directly on the Transamerica Pyramid. The room itself was very clean. On Mondays, Wednesdays and…"
1,Booked a return visit,"Spent only one night in this great place, but booked 2 more nights for when I returned to SF, and I will book more nights later because I am coming back again. Why? The staff were friendly and super helpful. The location is close to Chinatown one way, and Fishermans Wharf the…"
,Great Experience,First hostel I have stayed at when traveling and it was an amazing experience. Stayed for a week with my girlfriend in one of the private rooms in the annex building 2 blocks from the main hostel and had no complaints. Breakfast every morning is a huge money saver and extremely…
,Good value hostel,The Green Tortoise was the first hostel I have ever stayed in so I don't have anywhere to compare it with!  I visited San Francisco with a friend and she talked me into staying here as it is such good value.  We booked a private room that contained a bunk bed and a wash basin. …
1,Amazing Cheap Accommodation in San Francisco,"Wow - what a hostel! I would recommend anyone stay here. They have free dinners on Mon, Wed,  Fri & and free breakfast every morning! Amazing. The staff were so friendly and helpful! Going out of their way to take time to recommend bars and restaurants to me.  Definitely would…"
1,Excellent for the price we paid.,"I never stayed in a hostel during my vacation before in my life until i gave it a try while travelling solo last month in San Francisco. This hostel turned out to be an excellent choice for those who opt for a budget type of accommodation because it's more than a hostel, it's a…"
1,I hope there's better in San Francisco,"I had to stay here one night while the friend I was staying with in SF had a bunch of extra family over, and man was I glad to get back to her apartment the next day! The room was super small, sweaty, and cramped, and the bathroom located waaaay down the hall and cramped, and to…"
1,Awesome stay!,"THE place to be in San Francisco! Cleanest hostel, beds are very comfy, staff is awesome. What I liked the most about it is that they organise group trips to many major US national parks. The common room/kitchen is huge and always crowded. There's no way you'd ever feel bored or…"
1,4 stars!,"Stayed at the Green Tortoise on two separate occasions. It's fairly cheap and well-located so that's a big plus. I also like the fact they have huge under the bed lockers which is helpful if you have large luggage.  Toilets are decent enough, not that big but on par from what…"
1,Brilliant staff and rad location,"Love this hostel for how amazing the staff were! Super helpful in dealing with a scattered traveller after coachella, heaps of freebies, good location and reasonably priced. Couldn't recommend it enough"
,A nice hostel in San Francisco,"San Francisco is a nice but very expensive city to stay,so I booked Green Tortoise Hostel because it is the best option if you were in a tight budget.  Fortunatelly it is a really nice hostel. The staff is really friendly and answer all the questions the guests have about the…"
,"Awesome Hostel, walking distance to everything","Loved this Hostel and the awesome ballroom.. foods yummy, people are friendly and stuff and Its pretty popular with the Australians!!   Rooms are clean and don't really have to wait for showers.  Close to everything and cools bars around the corner"
,I had an awesome time and will come back,I stayed in 3 different hostels in San Francisco (because I didn't have a reservation for all my trip at Green Tortoise). This hostel is unbeatable! Staff was VERY cool and helpful. People who stay there are really keen on making new connections and friends. This is one of the…
,a greate experience itself,"getting into the hostel is already a good surprise. Stairs covered with a beautiful flourished carpet. Then you get to the lobby and see another patterned carpet, many posteres pictures and frames on the wall and the big  saloon with art nouveau big glass windows with sun rays…"
1,Excellent hostel for young travellers,"There's not much not to like about this hostel if you're a young person looking to meet other travellers or just want a good place to sleep. The staff were helpful, there was free wifi which worked, free breakfast and free dinner three nights/week. There are 10 bathrooms over…"
,"good location, free breakfast","really good location - however really dodgy at night and early mornings (i was woken up one morning by a guy screaming outside)!! i wouldn't walk around on my own or just 2 girls ever. free breakfast really helps a lot and they also offer dinner monday, wednesday, friday which…"
1,The best hostel I've ever stayed at.,"Where do I even start with the things I loved about this hostel? Great location, free breakfast, free delicious dinners three times a week, free wifi. I stayed in a 5 bed female dorm and the room was clean with a great view and my mattress was comfortable.   I came to San…"
1,Super awesome,"I recently spent a week in a shared room here. The room was cute (it had a sink in it, cool) with a nice window that let light in in the morning. It was super cheap (25-30$ a night) and everyone that I ended up sharing the room with was really sweet! The staff was helpful and…"
,Had a great time,"We stayed in a private double room with a shared bathroom for about 5 days recently (feb 2014). Beds were very clean and comfy, there are a heap of bathrooms I think about five on each floor. A couple are tiny but they do the job and we never had to wait long, normally not at…"
,Enjoyable Stay,"I stayed here with a friend last September and have to say even though our stay was short (2 nights) we had no complaints. The staff were amazing, so friendly and helpful. We felt at home straight away. On arrival we didn't know where or how to get to certain attractions in San…"
,Cool Place- but not for the faint of heart,"Went here years ago, not bad.  Cheap inexpensive but very cool :) Enjoyed it very much.  A little too much noise but overall not bad.  The staff was helpful and the location is near strip clubs which is kinda weird and sketchy."
1,Super fun & convenient!,"Stayed at the Green Tortoise over the holiday weekend.  I loved it!  I stayed in a 4 person female dorm, which was great.  Beds were comfy & I took a previous traveler's recommendation by bringing my own pillow case. The bathrooms were clean & tidy.  I wore flip flops in the…"
1,lovley Hostel - best price value rate,"I stayed here for 3 night. I got there by a cab and the price from the airport pays the view of the city.  there are a lot of restaurants and sight in walking distance (like the piers, lombard street, filbert steps, union sqaure is a lil farther)  it was clean, you had single…"
1,Love!,Great people! Great free food! Beautiful chef! A hostel that was totally easy to fall in love with and easy to feel at home. Love the huge common room too!! The big booth seats led to lots of fun nights and a handful of new life/travel friends.
,You must stay here!,"This is probably my favourite hostel ever!  First it has great facilities: big kitchen / dining room, free wi fi, lots of storage space in the rooms etc etc.  The location is also great. There are a few strip clubs around but really nothing to worry about.  Pretty much…"
,Hostel Extraordinnaire,"Not being a regular hostel-dweller, I was quite uncertain as to what to expect from the Green Tortoise, other than the fact that we would probably feel far too old to be wandering its corridors. We were travelling with the Tortoise to Burning Man, and it made sense to spend the…"
,Excellent location!! ,We arrived at the Green Tortoise late at night to see the hostel we had chosen was slap bang in the middle of the stripper district! Being two girls we were a little shocked at first and wondered if we had made the right choice! We had! The place was harmless and actually quite…
1,AMAZING HOSTEL,"Love, love, loved the Green tortoise. Clean, cheap, central. Bagels, fruit and cereal for breakfast - dinner is free 3 times a week. Kitchen is easily accessible too. Its built into a really cool old house/building - so I felt like I was staying somewhere historical. A five…"
1,Will go back next time I’m in San Fran,"I was impressed! Never been to a hostel before, but I’d heard sketchy stories about them. Therefore, Green Tortoise surprised me. It’s definitely an old place. Light fixtures, door knobs, walls all look a little dated. But it’s a clean place. Housekeeping 2x per day. Free…"
,1 Night private stay,"Parking was a few blocks away and an extra cost. Location was good as its near China town and LIttle Italy. Also walking distance from  fishermans wharf. Room was just a bed and a sink, but enough for just sleeping. Large kitchen area. good free breakfast with fruit. Friendly…"
,"Great location, excellent kitchen, nice rooms","We stayed in the double room on the ground floor of a separate building. This part of the hostel is very quiet, really good hot shower and toilet on each floor, high speed internet, excellent-equipped kitchen with free tea, coffee and great view. Clean rooms, comfortable beds,…"
,Great place to stay - Great Food!,We stayed in the private rooms just around the corner from the main hostel. The free food that the hostel provided was amazing and a great way to meet other travellers. The hostel also put on lots of activities which were great. The location of the hostel was perfect for…
1,Best Hostel. social. Connected!,"I've stayed at some pretty average hostels in USA. But Green Tortoise just had the whole experience down. The location is awesome. It's really large and lots of people stay there, So if you are a solo traveller wanting to meet people this is your choice!! Lots of room to…"
1,"Genuine backpacker hostel, good fun...","I stayed a couple nights here whilst trying to find a place on Couchsurfing and Airbnb, which had been my primary form of accommodation around the states. Writing this now seven months later, having travelled through central and some of south america, I can say that of all the…"
1,Fun at the Tortoise!,"I stayed in a private room at this iconic SF hostel over thanksgiving 2013, for 4 nights. This is not just a base to sleep. For the right type of traveler, it is the essential component of the SF experience. My room was extremely small and cosy, but this was no real issue. The…"
,Stop what you're doing and read this!!,"If you're reading this you're probably thinking of staying here, or at least in San Francisco... please read the below.  I don't like to qualify myself for writing reviews, but you can see from my profile I've stayed in hostels and swanky 5* hotels all over the place, however…"
,Huge breakfast !,"The breakfast is the best things in this hôstel !! Room are correct , shower clean , Nice place to stay in san francisco ! The location is good as well , not far from night-clubs !  Big locker under the bed to store your luggage , very handy ! Enjoy ...."
1,All you need to explore SF,"The green tortoise has everything you would want in a hostel and has a genuinely great atmosphere. The staff can answer any question you are friendly, knowledgeable and personable. For the backpacker type tourist the place can't be beaten - free breakfast and some dinners -…"
,good location and good atmosphere,"Free breakfast, free tours, 3 free dinners/week. Everybody is gathering in the main room to share a glass of wine, beers, experiences. Free internet access with computers. The staff was awesome and really funny. The location is perfect, no need to take a bus to walk around…"
,Best hostel I've ever stayed at,"Stayed there with my wife and daughter in april 2013. Nice, clean, good location, wonderful and helpful staff. Good, free, breakfast (love the ""cook-your-own-eggs"" set up). Free dinner 3 times a week (or 4?). Stayed in a two bed, private. Was perfect for a small family with a…"
1,a good hostel but not the best,"I stayed here for a week in October. Its a pleasant hostel, there's free breakfast and free dinner a couple of nights a week. Its pretty central and walking distance to fisherman's wharf, China town and westfeild San Francisco centre. Unlike most hostels I've stayed at the WiFi…"
,My favorite hostel to date,"First time I stayed here. I loved it and would return in a second. They make it obvious that they want you to have fun while you are there. I loved the fun, cool ambiance and the respectful, communal feeling. I dealt with Joe and a girl whose name I don't know but she has dark…"
,Interesting place to stay!,Located in Little Italy which is just next to China town(a pretty messy neighbourhood but safe).12-15mins walk to Market Street(Union Square) and pretty close to Fisherman's Wharf(major tourists attraction).  The hostel staff was very friendly and super helpful. Their common…
1,Great memories,This was the second hostel I have ever stayed at. There is something different that sets this one from the rest and it's because you can sense its great history and and its a bit quirky. Which I liked- this place has personality.   This hostel is located in the 'little italy'…
,Second Time's a Charm (Just like the First),"This was our second stay in the Green Tortoise and I have to say, if anything, my opinion of it has got even better.  As with our previous stay, we booked a private double room, however instead of being in the main building, it was in the annex located only a block away from the…"
,"Clean, pleasant room & excellent service",I stayed for 5 nights in a private room with a friend at Green Tortoise Hostel and it was such a pleasant stay.  The staff n cleaner were very helpful.  Room was clean!!!  I highly recommend this hostel!!! Two thumbs up!! 
,What a lovely surprise!,"Well I've stayed in some city hostels before but not like this!  Fabulous welcome, staff are amazing, could not have been more friendly or efficient.  Great ballroom for eating, socialising, hanging out.  Well equipped, clean and spacious kitchen and facilities.  Free breakfast!…"
1,Great place to stay in Frisco,"This place smells like sixties, in the heart of North beach. Easy to meet people, free dinner, nice people. Great places of live music really close to the hostel. Surely a great atmosphere to enjoy San Francisco."
,very nice!,"stayed 4 nights in sept 2013. poistion (north beach, between little italy and chinatown) is perfect to visit the embarcadero and downtown. our double room was clean, even if very small. the hostel is very well organized in every aspect. we loved the big common room and the…"
,Nice hostel,"Hostel in great location, walking distance to most of the main places (Union Square, Little Italy, Fisherman's Wharf etc.). Hostel staff very friendly and helpful. Good breakfast and evening meals provided on some nights. Rooms and bathrooms clean. We had a private double room -…"
,Energy Turtle,"I couldn't have anticipated the overall quality that the Tortoise would show me; previous hostel stays in the Bay Area left me with a lack of real enthusiasm for the hostel itself and only an excitement for the city. However, after last weekend perceptions were changed and a…"
,Much better than you might think,"Took my kids to SF for Phish shows, and decided to try a hostel.  We had the 3 bunk room.  Only negative was the shared bathrooms, but it was relatively easy to find a clean one on the floor, and an employee seemed to be cycling constantly through the floors cleaning.  As good…"
1,"Excellent Hostel, Wonderful Staff","I recently stayed at the Green Tortoise Hostel for about a week. My experience was nothing short of perfection. The staff was friendly and helpful, and the free meals were terrific. There's a great vibe from the fellow travelers, and the accommodations are very well laid out.…"
,Loved it!,"Recommended by a friend to stay here and so glad I did! Made some amazing friends in other fellow travellers and staff! Great atmosphere, very friendly and homely vibe, can't wait until I can go back again! Would recommend anyone to stay here whoever you may be, if you want to…"
,Great Hostel!,Been a great stay the past week and we will be back again later next week for a couple of nights to finish our stay in San francisco!   Free Breakfast and Free Dinners have been great.  Clean bedroom and shower rooms.  Wifi excellent Location is only about a 10-15 minute from…
,Awesome vibe & clean,"I stayed at the Green Tortoise for 3 nights, and it was such a great experience. Rreally safe location, with some nice places to eat in nearby little Italy. Super helpful staff, fast WiFi, great kitchen and common room, incredible free breakfasts and dinner, and absolutely loved…"
1,Green Tortoise knows hostels,Amazing! Absolutely loved my time here. This hostel has the best vibe and is super homely. The staff are helpful and friendly. The beauty of the Green Tortoise is that it has one main communal area and because of this your always meeting new people. I met so many amazing people…
1,Green Tortoise Legends!,Firstly thank you to the wonderful staff at Green Tortoise. From taking my booking months in advance to offering helpful tips to going out of their way to re-unite me with my Ukelele (that I had stupidly forgot to take home to Australia with me!) I was sure it was gone forever! …
,Nice hostel at perfect location,"The hostel is very conveniently located in North Beach, at walking distance from almost all cool things in SF. We booked a private 2 person room for three nights. The showers and restrooms were shared but clean and tidy. You furthermore get free breakfast, and three times a week…"
,great hostel,"It's located in North beach, near Embarcadero, Transamerican tower and 5 minutes away of  Union Square. The 10 and 12 line stop is just a block away, so it's very accesible. I stayed in the 2nd building (one block away of the main building), it's smaller and quiet, but has a…"
1,Not What I Expected,"San Francisco is an expensive city. Trying to find a place to stay for a reasonable rate is tough. I'd heard of Green Tortoise before, but mainly thought of it as a ""party hostel."" In the end, I decided they were best price I could find and in a decent location (North Beach.) I…"
,great social atmosphere,"Great hostel, street looked a bit dodgy at first but is absolutely safe. Great common room, free vegetarian dinner three times a week is suprisingly good and the breakfast is pretty good too. The best part is definitely the nightly events, best of any hostel I have stayed at.…"
,"Wonderful, Helpful Staff!",We were in San Francisco for summer trip & walked by the hostel - We were staying at a nearby hotel but had been advised by a tour company that the hostel might be kind enough to book our transfer to Airport (our hotel concierge weren't v helpful). Flora on front desk couldn't…
,Best hostel experience ever!,"Rooms are clean and spacious, staff is super friendly and helpful. Bathrooms are clean and the room where were stayed (private) was quiet. Free breakfast, loads of activities, great recycling policy... I'd definitely recommend to anyone"
,Excellent location!,"My boyfriend and I booked the private double room during our stay in Green Tortoise and we enjoyed our stay here. Excellent location, even though it can get slightly sleazy in the night with strip bars just round the corner, but it's still safe.   The room is slightly small but…"
,Excellent hostel,"I stayed here with my 15 year old son in order to turn him on to youth hostels.  We had a great stay.  The staff are friendly and it was great to talk to students from all over the world.  Also, the staff plan cheap outings for guests including a drag show one night.  Plus the…"
1,a great place,"the green tortoise was big, clean, and friendly.  located in a cool area, (though things get sketchy not far from there).  they gave great tips on finding parking for my car for a few days.  they hooked me up with a great wine tour.  some of the staff went above and beyond, not…"
,"Location ok, hostel +/-","This hostel has no elevator, only stairs. No ensuite bathroom. The kitchen/bar is very average. Bathrooms are very very small, but at least private.. but only a handful per floor. Lockers are under the beds and are pretty big. There is a sink in each room.  It is located near…"
1,Great hostel in safe neighbourhood,"Great hostel.  Good free breakfasts every morning and good free breakfast three nights a week. In a safe district but surrounded by adult entertainment shops and clubs. Can be hard to sleep due to street noise, especially if your room is facing the Main Street. Not enough…"
,Best stay in San Francisco!,"The hostel in it self is wonderful, the crazy carpets, the cosy halls and the home-feel to the whole place made this one of the best stays on my nine weeks holiday! As other have mentioned, every bed has its own power plugs which is super convenient and the rooms I stayed in was…"
1,Amazing Hostel,"This is definitely one of my favourite hostels, in terms of meeting people and activities this hostel is unparalleled :)   Social aspects aside the hostel itself is good. I stayed in the six bed dorm, they have nice dorm beds (unlike almost every other hostel, they're sturdy…"
,Good and bad things you have to know about this place !,"Good: comfortable beds, good environment, enough plugs in the rooms, excellent breakfast, good dinner three times a week, good ubication. Bad:  Bathrooms disgusting, ailes too narrow, smelly (all the place), small rooms, noises (doors opening and closing all the time, people…"
1,Super fun,"Fun hostel, amazing staff, heaps of activities which aren't just drinking. The rooms are not the tidiest but it doesn't matter, but bathrooms and everywhere else was cleaned daily. Large common room with free dinners every Monday, Wednesday and Friday. Walkable location to pier…"
,Great hostel,"This was my best stay at a hostel ever! The staff was very helpful and friendly, the hostel was clean and although Green Tortoise is known as the best party hostel in SF, the annex building where our room was located was very quiet and peaceful. Free breakfast was awesome for…"
1,Best First Experience,"I am so glad I chose this place as my very first hostel on my very first solo trip.   Clean, friendly, safe, quiet, and very well located. I was a bit hesitant and nervous as this was the first trip I've ever made alone and the very first hostel I've ever stayed at, but it was a…"
1,Great Location,"Good people, excellent location. Needs more bathrooms! An under 30's place for sure....... But I only used it to sleep and shower in and nothing more. It had great food and night activities for guests!"
1,great hostel,"visiting from australia with a group of 5. very clean hostel with heaps of activities, our favourite was the beer olympics. this hostel is in a great location within walking distance of china town, north beach (little Italy), pier 39 and fisherman's wharf. the staff are very…"
,Best trip ever in San Fran!,Me and my cousin had the best stay here! Made friends immediately as we stepped through the door! Staff were so friendly and we got a free evening meal! Beds were comfy and rooms were cozy! Pretty good location .. Rent a bike and see the city my favorite moment so far! I'd stay…
,Great hostel,"Stayed here for 6 nights. Really nice room, free food, friendly staff and a great place to stay.  The one piece of feedback I would give to staff reading this - please put more clothes hooks in the bathrooms! Otherwise your clothes can get wet. Also, at times the bathrooms…"
,Just what we were looking for,"Stayed here for two nights on friends' recommendation and it was definitely up to those standards.  We got a free upgrade which was great as we didn't have to stay on the main street. The room was clean, free towels and shampoo. At night we had a balcony to watch the lights on…"
